Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,timestamp
442,43,Male,Sneakers,Footwear,75,Florida,M,Blue,Fall,4.5,Yes,Free Shipping,No,No,11,Venmo,Annually,2025-12-02 00:36:02
3095,22,Female,Jeans,Clothing,85,Georgia,L,Red,Fall,4.4,No,2-Day Shipping,Yes,Yes,24,Venmo,Weekly,2025-12-02 00:36:02
3752,36,Female,Sweater,Clothing,23,Alabama,L,Silver,Summer,3.0,No,Standard,Yes,No,44,Credit Card,Every 3 Months,2025-12-02 00:36:02
1500,19,Male,Hat,Accessories,97,Georgia,L,Orange,Spring,4.6,No,Standard,No,Yes,18,Bank Transfer,Every 3 Months,2025-12-02 00:36:02
318,58,Male,Sweater,Clothing,82,West Virginia,L,Teal,Fall,4.3,Yes,Standard,Yes,Yes,42,Cash,Every 3 Months,2025-12-02 00:36:02
238,50,Male,Sunglasses,Accessories,73,Iowa,S,Gray,Spring,2.8,Yes,Store Pickup,Yes,No,22,Cash,Fortnightly,2025-12-02 00:36:02
1640,41,Male,Scarf,Accessories,29,Missouri,M,Pink,Spring,2.6,No,Express,Yes,Yes,41,Debit Card,Annually,2025-12-02 00:36:02
3455,55,Female,Pants,Clothing,33,Louisiana,L,Maroon,Winter,4.9,No,Standard,No,No,20,Venmo,Bi-Weekly,2025-12-02 00:36:02
2754,69,Female,Jewelry,Accessories,29,Rhode Island,L,Red,Fall,3.9,No,2-Day Shipping,Yes,No,26,Credit Card,Quarterly,2025-12-02 00:36:02
2670,39,Female,Socks,Clothing,25,Illinois,S,Green,Winter,3.7,No,Store Pickup,Yes,Yes,41,Bank Transfer,Weekly,2025-12-02 00:36:02
186,46,Male,Coat,Outerwear,73,Wisconsin,L,Indigo,Spring,3.0,Yes,Free Shipping,No,No,4,Debit Card,Fortnightly,2025-12-02 00:36:02
2075,36,Male,Coat,Outerwear,44,Florida,M,Red,Winter,3.5,No,Free Shipping,No,No,48,Debit Card,Fortnightly,2025-12-02 00:36:02
257,58,Male,Boots,Footwear,80,South Dakota,L,Silver,Fall,4.1,Yes,Standard,No,Yes,14,PayPal,Every 3 Months,2025-12-02 00:36:02
3443,28,Female,Boots,Footwear,73,Michigan,S,Silver,Fall,4.3,No,2-Day Shipping,Yes,Yes,23,Venmo,Weekly,2025-12-02 00:36:02
