Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,timestamp
1247,27,Male,Sweater,Clothing,62,Louisiana,XL,Magenta,Fall,2.8,No,Next Day Air,No,No,26,Credit Card,Monthly,2025-11-24 23:18:56
702,51,Male,Scarf,Accessories,77,Idaho,S,Yellow,Winter,3.5,Yes,Next Day Air,No,Yes,10,Credit Card,Every 3 Months,2025-11-24 23:18:56
17,25,Male,Coat,Outerwear,61,Alabama,S,Brown,Fall,2.9,Yes,Free Shipping,No,No,49,Bank Transfer,Bi-Weekly,2025-11-24 23:18:56
2009,57,Male,Sneakers,Footwear,43,Florida,XL,Yellow,Fall,3.3,No,Express,No,No,25,Credit Card,Every 3 Months,2025-11-24 23:18:56
3673,51,Female,Boots,Footwear,86,New York,L,Orange,Summer,3.5,No,Store Pickup,No,No,33,Cash,Monthly,2025-11-24 23:18:56
1257,45,Male,Shoes,Footwear,71,West Virginia,L,Turquoise,Winter,3.9,No,2-Day Shipping,No,Yes,35,Bank Transfer,Fortnightly,2025-11-24 23:18:56
1311,43,Male,Shirt,Clothing,72,South Carolina,L,White,Summer,4.5,No,Express,No,No,50,Credit Card,Every 3 Months,2025-11-24 23:18:56
2257,31,Male,Blouse,Clothing,37,California,L,Beige,Fall,2.7,No,2-Day Shipping,Yes,No,43,Bank Transfer,Quarterly,2025-11-24 23:18:56
1398,55,Male,Boots,Footwear,90,Massachusetts,M,Peach,Winter,2.6,No,Free Shipping,Yes,Yes,34,PayPal,Annually,2025-11-24 23:18:56
2957,52,Female,Shoes,Footwear,72,Montana,L,Cyan,Fall,3.5,No,Next Day Air,Yes,No,1,Bank Transfer,Monthly,2025-11-24 23:18:56
313,38,Male,Hat,Accessories,66,Massachusetts,M,Lavender,Summer,3.7,Yes,Free Shipping,No,Yes,10,Debit Card,Annually,2025-11-24 23:18:56
735,65,Male,Shirt,Clothing,69,New Jersey,S,Violet,Winter,3.1,Yes,Express,Yes,Yes,39,Bank Transfer,Every 3 Months,2025-11-24 23:18:56
2925,47,Female,Blouse,Clothing,37,Rhode Island,M,Gray,Spring,2.7,No,Express,No,Yes,33,Venmo,Every 3 Months,2025-11-24 23:18:56
830,42,Male,Sneakers,Footwear,42,Idaho,L,Indigo,Summer,3.0,Yes,Express,No,Yes,21,Credit Card,Fortnightly,2025-11-24 23:18:56
2029,29,Male,Coat,Outerwear,71,Ohio,XL,Gray,Spring,3.8,No,Next Day Air,Yes,No,11,PayPal,Bi-Weekly,2025-11-24 23:18:56
3790,56,Female,Jewelry,Accessories,36,North Dakota,L,Cyan,Summer,3.0,No,Next Day Air,No,No,25,Cash,Every 3 Months,2025-11-24 23:18:56
2489,56,Male,Jacket,Outerwear,66,New Hampshire,M,Yellow,Summer,3.8,No,Express,Yes,No,50,Bank Transfer,Monthly,2025-11-24 23:18:56
740,64,Male,Jewelry,Accessories,20,Minnesota,M,Charcoal,Summer,4.5,Yes,Store Pickup,Yes,Yes,21,Credit Card,Bi-Weekly,2025-11-24 23:18:56
2199,57,Male,Sunglasses,Accessories,50,New York,S,Peach,Summer,3.0,No,Free Shipping,No,No,4,Venmo,Monthly,2025-11-24 23:18:56
1575,18,Male,Hoodie,Clothing,41,Minnesota,M,Silver,Spring,4.4,No,Free Shipping,Yes,No,3,Credit Card,Bi-Weekly,2025-11-24 23:18:56
3274,58,Female,Blouse,Clothing,21,Nevada,L,Green,Fall,3.6,No,Express,No,Yes,34,Bank Transfer,Every 3 Months,2025-11-24 23:18:56
2910,27,Female,Shoes,Footwear,22,Louisiana,S,Peach,Winter,3.7,No,Standard,No,Yes,45,Venmo,Every 3 Months,2025-11-24 23:18:56
1435,59,Male,Boots,Footwear,52,New York,M,Gray,Summer,2.9,No,Standard,No,Yes,36,Venmo,Bi-Weekly,2025-11-24 23:18:56
522,36,Male,Shorts,Clothing,41,Vermont,L,Gold,Winter,3.5,Yes,Standard,Yes,Yes,50,Bank Transfer,Annually,2025-11-24 23:18:56
1,55,Male,Belt,Accessories,57,Kentucky,M,Silver,Fall,4.7,Yes,Express,No,No,8,PayPal,Fortnightly,2025-11-24 23:18:56
1828,20,Male,Hat,Accessories,25,Vermont,M,Magenta,Spring,4.8,No,Standard,Yes,No,1,Cash,Weekly,2025-11-24 23:18:56
3504,31,Female,Jeans,Clothing,88,Nebraska,XL,Black,Spring,4.8,No,2-Day Shipping,No,Yes,37,PayPal,Weekly,2025-11-24 23:18:56
3372,49,Female,Sweater,Clothing,31,Colorado,M,Black,Fall,4.7,No,2-Day Shipping,No,No,39,Bank Transfer,Annually,2025-11-24 23:18:56
1811,41,Male,Pants,Clothing,56,Maryland,L,Olive,Fall,3.6,No,2-Day Shipping,No,Yes,8,Bank Transfer,Bi-Weekly,2025-11-24 23:18:56
3333,27,Female,Hoodie,Clothing,28,Washington,L,Green,Winter,3.0,No,Free Shipping,Yes,Yes,46,Cash,Bi-Weekly,2025-11-24 23:18:56
2942,38,Female,Boots,Footwear,36,Pennsylvania,XL,Black,Summer,4.1,No,Express,Yes,No,32,Debit Card,Monthly,2025-11-24 23:18:56
1820,51,Male,Jeans,Clothing,96,Nevada,L,Yellow,Spring,3.3,No,2-Day Shipping,No,Yes,27,Venmo,Quarterly,2025-11-24 23:18:56
2097,21,Male,Jewelry,Accessories,76,North Carolina,M,Beige,Spring,2.7,No,2-Day Shipping,No,Yes,38,Cash,Annually,2025-11-24 23:18:56
2880,62,Female,Socks,Clothing,48,North Dakota,S,Violet,Winter,3.1,No,Store Pickup,Yes,No,38,Venmo,Annually,2025-11-24 23:18:56
3269,22,Female,Jacket,Outerwear,56,Arkansas,M,Violet,Winter,2.9,No,Store Pickup,No,No,21,Bank Transfer,Every 3 Months,2025-11-24 23:18:56
860,47,Male,Hoodie,Clothing,73,Wisconsin,M,Teal,Winter,4.0,Yes,Next Day Air,Yes,Yes,7,Debit Card,Monthly,2025-11-24 23:18:56
2675,40,Female,Dress,Clothing,29,Florida,M,Violet,Winter,3.4,No,2-Day Shipping,Yes,No,14,PayPal,Every 3 Months,2025-11-24 23:18:56
1604,23,Male,Backpack,Accessories,35,Iowa,M,Blue,Summer,2.8,No,Store Pickup,No,Yes,35,Bank Transfer,Bi-Weekly,2025-11-24 23:18:56
