Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,timestamp
3332,55,Female,Sunglasses,Accessories,58,California,M,Pink,Summer,3.5,No,Free Shipping,No,No,39,PayPal,Quarterly,2025-12-06 00:14:33
2043,19,Male,Shorts,Clothing,91,Alabama,M,Yellow,Spring,3.0,No,Express,Yes,No,42,Credit Card,Monthly,2025-12-06 00:14:33
3039,56,Female,Dress,Clothing,100,Georgia,L,Indigo,Fall,3.3,No,2-Day Shipping,Yes,Yes,29,PayPal,Annually,2025-12-06 00:14:33
1143,69,Male,T-shirt,Clothing,99,Ohio,XL,Charcoal,Fall,2.7,No,Free Shipping,No,Yes,11,Debit Card,Bi-Weekly,2025-12-06 00:14:33
1834,34,Male,Jeans,Clothing,59,Louisiana,XL,Red,Fall,2.7,No,Next Day Air,Yes,Yes,26,Venmo,Fortnightly,2025-12-06 00:14:33
848,53,Male,Hoodie,Clothing,31,New Jersey,S,Violet,Summer,3.5,Yes,Next Day Air,Yes,No,23,PayPal,Monthly,2025-12-06 00:14:33
2942,38,Female,Pants,Clothing,72,Pennsylvania,M,Orange,Summer,3.3,No,Next Day Air,No,No,27,Credit Card,Monthly,2025-12-06 00:14:33
2619,70,Male,Shoes,Footwear,90,Louisiana,S,Gray,Summer,3.4,No,Free Shipping,No,No,18,Bank Transfer,Monthly,2025-12-06 00:14:33
2442,45,Male,Dress,Clothing,46,California,XL,Brown,Winter,5.0,No,Express,Yes,No,16,Debit Card,Monthly,2025-12-06 00:14:33
1860,54,Male,T-shirt,Clothing,33,New Jersey,S,White,Spring,3.7,No,Store Pickup,No,No,12,Debit Card,Fortnightly,2025-12-06 00:14:33
619,61,Male,Skirt,Clothing,44,Indiana,L,Blue,Spring,2.8,Yes,Next Day Air,No,No,25,Bank Transfer,Bi-Weekly,2025-12-06 00:14:33
2467,32,Male,Belt,Accessories,21,South Dakota,M,Beige,Fall,4.6,No,2-Day Shipping,Yes,Yes,36,PayPal,Annually,2025-12-06 00:14:33
3106,48,Female,Skirt,Clothing,33,Oregon,M,Olive,Fall,2.7,No,Express,No,No,17,Debit Card,Monthly,2025-12-06 00:14:33
2250,42,Male,Shirt,Clothing,94,Wyoming,M,Gold,Summer,3.1,No,2-Day Shipping,Yes,Yes,31,Debit Card,Weekly,2025-12-06 00:14:33
