Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,timestamp
3660,27,Female,Sandals,Footwear,77,Illinois,S,Gray,Fall,4.9,No,Store Pickup,No,No,46,Bank Transfer,Annually,2025-12-02 16:50:15
3888,40,Female,Hoodie,Clothing,89,Kansas,L,Beige,Spring,3.4,No,Next Day Air,Yes,Yes,4,Venmo,Quarterly,2025-12-02 16:50:15
2842,19,Female,Sunglasses,Accessories,28,Ohio,XL,Orange,Winter,2.8,No,2-Day Shipping,Yes,No,48,PayPal,Weekly,2025-12-02 16:50:15
676,64,Male,Shirt,Clothing,83,Arkansas,M,Charcoal,Spring,4.1,Yes,Standard,No,No,34,Debit Card,Annually,2025-12-02 16:50:15
3190,25,Female,Shorts,Clothing,40,Kansas,L,Black,Spring,4.3,No,2-Day Shipping,No,Yes,19,PayPal,Bi-Weekly,2025-12-02 16:50:15
2105,53,Male,Coat,Outerwear,47,New Mexico,M,White,Summer,3.8,No,Express,No,No,14,Cash,Weekly,2025-12-02 16:50:15
1018,21,Male,Sandals,Footwear,43,Oklahoma,L,Beige,Spring,3.0,Yes,Free Shipping,No,Yes,48,Debit Card,Annually,2025-12-02 16:50:15
2638,20,Male,Pants,Clothing,23,Alabama,M,Magenta,Spring,3.7,No,Store Pickup,No,No,2,PayPal,Annually,2025-12-02 16:50:15
889,49,Male,Sunglasses,Accessories,68,New Hampshire,S,Teal,Summer,2.8,Yes,2-Day Shipping,No,No,42,PayPal,Annually,2025-12-02 16:50:15
1922,47,Male,Shirt,Clothing,83,Michigan,M,Purple,Winter,3.2,No,Express,No,Yes,32,Bank Transfer,Annually,2025-12-02 16:50:15
1261,63,Male,Shirt,Clothing,93,Virginia,XL,Green,Spring,4.1,No,Store Pickup,Yes,Yes,30,Debit Card,Quarterly,2025-12-02 16:50:15
3326,29,Female,Backpack,Accessories,61,Alaska,M,Orange,Winter,4.7,No,Store Pickup,Yes,Yes,21,Bank Transfer,Monthly,2025-12-02 16:50:15
909,26,Male,Sunglasses,Accessories,64,New Jersey,L,Pink,Summer,4.7,Yes,Standard,Yes,No,6,Credit Card,Every 3 Months,2025-12-02 16:50:15
2069,70,Male,Belt,Accessories,55,Vermont,M,Olive,Winter,4.0,No,Standard,No,Yes,20,Credit Card,Monthly,2025-12-02 16:50:15
3530,55,Female,T-shirt,Clothing,20,Montana,S,Maroon,Winter,3.9,No,Next Day Air,No,No,43,Bank Transfer,Weekly,2025-12-02 16:50:15
1244,25,Male,Pants,Clothing,37,New Hampshire,L,Indigo,Summer,4.5,No,Store Pickup,Yes,No,15,Credit Card,Annually,2025-12-02 16:50:15
2060,56,Male,Coat,Outerwear,93,California,L,Violet,Spring,2.7,No,Next Day Air,No,No,33,Bank Transfer,Weekly,2025-12-02 16:50:15
2090,37,Male,Coat,Outerwear,23,Maryland,L,Yellow,Winter,3.5,No,Free Shipping,Yes,No,31,PayPal,Every 3 Months,2025-12-02 16:50:15
2611,66,Male,Hoodie,Clothing,60,West Virginia,M,Red,Spring,3.9,No,Next Day Air,No,Yes,27,Bank Transfer,Quarterly,2025-12-02 16:50:15
2328,20,Male,T-shirt,Clothing,48,Alabama,M,Magenta,Fall,3.5,No,Standard,Yes,No,24,Cash,Bi-Weekly,2025-12-02 16:50:15
894,33,Male,Blouse,Clothing,95,Nebraska,L,Magenta,Winter,3.9,Yes,Store Pickup,No,No,42,Bank Transfer,Monthly,2025-12-02 16:50:15
1757,49,Male,Jacket,Outerwear,79,New Hampshire,L,Purple,Winter,4.8,No,Standard,No,No,37,Cash,Weekly,2025-12-02 16:50:15
648,54,Male,Hat,Accessories,42,Mississippi,L,Violet,Spring,3.3,Yes,Store Pickup,No,No,31,Debit Card,Fortnightly,2025-12-02 16:50:15
130,24,Male,T-shirt,Clothing,51,Pennsylvania,S,Peach,Fall,2.8,Yes,Free Shipping,No,No,3,PayPal,Bi-Weekly,2025-12-02 16:50:15
966,43,Male,Boots,Footwear,55,Delaware,L,Black,Spring,5.0,Yes,Store Pickup,Yes,Yes,10,Credit Card,Annually,2025-12-02 16:50:15
2114,63,Male,Hoodie,Clothing,30,Virginia,L,Cyan,Summer,4.9,No,Free Shipping,No,Yes,46,Cash,Every 3 Months,2025-12-02 16:50:15
436,51,Male,Shirt,Clothing,20,Montana,S,White,Summer,4.8,Yes,Standard,Yes,Yes,21,PayPal,Monthly,2025-12-02 16:50:15
2493,50,Male,Jacket,Outerwear,94,South Dakota,L,Teal,Spring,4.3,No,Standard,No,Yes,9,Debit Card,Bi-Weekly,2025-12-02 16:50:15
376,59,Male,Belt,Accessories,91,Oklahoma,XL,Yellow,Summer,3.5,Yes,Next Day Air,No,Yes,8,Debit Card,Quarterly,2025-12-02 16:50:15
1900,32,Male,Belt,Accessories,33,New York,L,Blue,Winter,3.5,No,Express,No,Yes,33,Bank Transfer,Weekly,2025-12-02 16:50:15
3266,40,Female,Sunglasses,Accessories,100,Alabama,M,White,Winter,3.2,No,Express,No,No,28,Credit Card,Fortnightly,2025-12-02 16:50:15
1825,58,Male,Scarf,Accessories,24,Illinois,M,Beige,Winter,3.0,No,Free Shipping,No,Yes,24,Debit Card,Monthly,2025-12-02 16:50:15
570,65,Male,Skirt,Clothing,33,Alabama,M,Pink,Fall,4.4,Yes,Express,Yes,Yes,46,Credit Card,Every 3 Months,2025-12-02 16:50:15
1693,56,Male,Jewelry,Accessories,65,Utah,M,Charcoal,Spring,3.4,No,Free Shipping,No,No,6,Venmo,Bi-Weekly,2025-12-02 16:50:15
3679,56,Female,Shoes,Footwear,56,Texas,L,Gold,Winter,5.0,No,Store Pickup,Yes,Yes,33,Cash,Fortnightly,2025-12-02 16:50:15
772,22,Male,Jeans,Clothing,20,Hawaii,XL,Beige,Spring,4.3,Yes,Store Pickup,No,Yes,4,Bank Transfer,Fortnightly,2025-12-02 16:50:15
2469,65,Male,Hat,Accessories,35,Connecticut,L,Orange,Fall,3.8,No,Free Shipping,Yes,No,45,Debit Card,Weekly,2025-12-02 16:50:15
743,64,Male,Skirt,Clothing,36,Nevada,L,Red,Summer,3.7,Yes,Next Day Air,No,Yes,20,PayPal,Quarterly,2025-12-02 16:50:15
3030,64,Female,Sneakers,Footwear,69,Georgia,S,Gray,Fall,4.9,No,Store Pickup,No,No,14,Bank Transfer,Quarterly,2025-12-02 16:50:15
3008,23,Female,Blouse,Clothing,75,New York,S,Cyan,Winter,3.3,No,2-Day Shipping,No,No,9,Cash,Weekly,2025-12-02 16:50:15
3078,60,Female,Sandals,Footwear,96,Illinois,XL,Violet,Spring,3.6,No,Free Shipping,Yes,No,47,Venmo,Bi-Weekly,2025-12-02 16:50:15
3800,60,Female,Jacket,Outerwear,26,Oklahoma,L,Violet,Winter,2.6,No,Store Pickup,No,No,13,Credit Card,Monthly,2025-12-02 16:50:15
1004,56,Male,Jacket,Outerwear,29,Ohio,M,Blue,Fall,3.6,Yes,Next Day Air,No,Yes,14,PayPal,Bi-Weekly,2025-12-02 16:50:15
2901,41,Female,Jacket,Outerwear,51,Maryland,L,Olive,Fall,4.0,No,Express,Yes,Yes,19,Bank Transfer,Bi-Weekly,2025-12-02 16:50:15
2183,42,Male,Belt,Accessories,94,New Mexico,S,Gray,Spring,3.7,No,Next Day Air,No,Yes,11,Venmo,Bi-Weekly,2025-12-02 16:50:15
664,59,Male,Sneakers,Footwear,44,Alaska,XL,Teal,Fall,3.7,Yes,Store Pickup,No,No,17,Cash,Monthly,2025-12-02 16:50:15
941,48,Male,Handbag,Accessories,55,Colorado,M,Cyan,Summer,3.1,Yes,Express,No,Yes,17,Credit Card,Every 3 Months,2025-12-02 16:50:15
142,56,Male,T-shirt,Clothing,91,Virginia,L,Maroon,Spring,3.2,Yes,2-Day Shipping,Yes,Yes,29,Cash,Weekly,2025-12-02 16:50:15
2989,69,Female,Socks,Clothing,55,Nevada,S,Pink,Spring,5.0,No,2-Day Shipping,No,No,31,Debit Card,Monthly,2025-12-02 16:50:15
146,24,Male,Skirt,Clothing,86,Missouri,M,Teal,Summer,4.7,Yes,Free Shipping,No,No,7,Cash,Quarterly,2025-12-02 16:50:15
