Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,timestamp
405,35,Male,Gloves,Accessories,78,Delaware,L,Orange,Spring,3.8,Yes,Next Day Air,Yes,No,30,Cash,Monthly,2025-12-01 18:14:48
1141,31,Male,Jacket,Outerwear,52,Maryland,M,Turquoise,Summer,2.7,No,Free Shipping,No,No,17,Venmo,Every 3 Months,2025-12-01 18:14:48
119,50,Male,Hoodie,Clothing,65,Kentucky,M,Green,Summer,3.6,Yes,Express,No,Yes,40,PayPal,Bi-Weekly,2025-12-01 18:14:48
2796,33,Female,Gloves,Accessories,99,Nebraska,S,Magenta,Spring,2.9,No,Next Day Air,No,No,31,PayPal,Annually,2025-12-01 18:14:48
1176,35,Male,Gloves,Accessories,97,New Jersey,M,Brown,Summer,4.9,No,Store Pickup,Yes,No,1,Cash,Quarterly,2025-12-01 18:14:48
1342,26,Male,Sweater,Clothing,53,Rhode Island,M,Purple,Fall,4.5,No,Free Shipping,No,Yes,12,Cash,Quarterly,2025-12-01 18:14:48
441,20,Male,Socks,Clothing,60,Oklahoma,M,Maroon,Summer,4.7,Yes,Express,No,Yes,35,Venmo,Fortnightly,2025-12-01 18:14:48
957,29,Male,Shirt,Clothing,99,Mississippi,XL,Cyan,Spring,2.9,Yes,2-Day Shipping,Yes,Yes,42,Debit Card,Quarterly,2025-12-01 18:14:48
2572,45,Male,Sandals,Footwear,27,Mississippi,XL,Silver,Winter,3.1,No,Express,Yes,No,40,Bank Transfer,Fortnightly,2025-12-01 18:14:48
1588,41,Male,Hoodie,Clothing,46,Alabama,L,Red,Summer,4.3,No,Store Pickup,Yes,Yes,24,Cash,Fortnightly,2025-12-01 18:14:48
2873,63,Female,Sweater,Clothing,28,Connecticut,M,Beige,Fall,2.7,No,Standard,Yes,No,21,Debit Card,Annually,2025-12-01 18:14:48
1613,18,Male,Skirt,Clothing,68,Wisconsin,M,Indigo,Summer,4.4,No,Standard,Yes,Yes,26,Venmo,Monthly,2025-12-01 18:14:48
3137,58,Female,Gloves,Accessories,26,Minnesota,M,Blue,Fall,3.9,No,Store Pickup,No,Yes,24,Cash,Bi-Weekly,2025-12-01 18:14:48
2915,45,Female,Dress,Clothing,39,Pennsylvania,XL,Yellow,Fall,2.8,No,Store Pickup,No,No,31,Debit Card,Bi-Weekly,2025-12-01 18:14:48
