Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,timestamp
1470,28,Male,Sandals,Footwear,87,Mississippi,M,Maroon,Spring,4.9,No,2-Day Shipping,No,No,45,Credit Card,Every 3 Months,2025-11-24 23:18:20
1696,54,Male,Skirt,Clothing,33,Nebraska,M,Purple,Fall,3.0,No,2-Day Shipping,No,No,9,PayPal,Fortnightly,2025-11-24 23:18:20
2851,57,Female,Sandals,Footwear,85,Nebraska,L,Olive,Winter,4.4,No,Free Shipping,Yes,No,40,Bank Transfer,Annually,2025-11-24 23:18:20
3414,34,Female,Gloves,Accessories,90,Delaware,XL,Black,Winter,2.5,No,Express,No,No,16,PayPal,Bi-Weekly,2025-11-24 23:18:20
3063,51,Female,Hat,Accessories,77,California,L,Purple,Spring,4.1,No,Standard,No,Yes,29,Bank Transfer,Monthly,2025-11-24 23:18:20
3317,42,Female,Socks,Clothing,45,New Mexico,M,Olive,Summer,3.1,No,Free Shipping,No,No,5,Debit Card,Fortnightly,2025-11-24 23:18:20
500,36,Male,Shirt,Clothing,95,Rhode Island,L,Maroon,Spring,3.3,Yes,2-Day Shipping,Yes,Yes,9,Credit Card,Monthly,2025-11-24 23:18:20
193,46,Male,Jeans,Clothing,99,Nebraska,XL,Yellow,Spring,5.0,Yes,2-Day Shipping,No,Yes,33,Credit Card,Bi-Weekly,2025-11-24 23:18:20
3333,27,Female,Sunglasses,Accessories,40,Washington,XL,Green,Winter,4.0,No,Store Pickup,No,No,40,PayPal,Bi-Weekly,2025-11-24 23:18:20
146,24,Male,Sandals,Footwear,79,Missouri,L,Purple,Fall,3.9,Yes,Store Pickup,No,Yes,16,Cash,Quarterly,2025-11-24 23:18:20
3150,18,Female,Sandals,Footwear,62,North Carolina,M,White,Summer,4.6,No,Free Shipping,Yes,Yes,3,Bank Transfer,Annually,2025-11-24 23:18:20
1706,39,Male,Blouse,Clothing,86,South Dakota,L,Cyan,Spring,4.1,No,Express,No,No,6,Credit Card,Bi-Weekly,2025-11-24 23:18:20
1972,54,Male,Shoes,Footwear,87,Pennsylvania,M,Beige,Summer,4.5,No,2-Day Shipping,No,Yes,32,Venmo,Monthly,2025-11-24 23:18:20
3069,32,Female,Handbag,Accessories,45,California,L,Peach,Fall,3.9,No,2-Day Shipping,No,No,9,Bank Transfer,Weekly,2025-11-24 23:18:20
1359,19,Male,Scarf,Accessories,22,Nebraska,XL,Pink,Spring,2.5,No,Store Pickup,Yes,Yes,25,Venmo,Every 3 Months,2025-11-24 23:18:20
2568,19,Male,Hoodie,Clothing,62,Michigan,XL,Gray,Fall,4.2,No,Standard,No,Yes,45,Bank Transfer,Fortnightly,2025-11-24 23:18:20
1215,30,Male,Skirt,Clothing,51,Vermont,M,Cyan,Spring,3.4,No,Free Shipping,No,No,47,Cash,Every 3 Months,2025-11-24 23:18:20
2058,66,Male,Dress,Clothing,44,South Dakota,S,Peach,Winter,3.7,No,Standard,No,No,23,Bank Transfer,Every 3 Months,2025-11-24 23:18:20
2365,62,Male,Skirt,Clothing,56,Mississippi,S,Silver,Summer,3.3,No,Express,No,Yes,45,Credit Card,Quarterly,2025-11-24 23:18:20
2929,40,Female,Hat,Accessories,23,Alabama,XL,Turquoise,Spring,4.0,No,2-Day Shipping,Yes,No,49,Venmo,Weekly,2025-11-24 23:18:20
1217,62,Male,Gloves,Accessories,94,Utah,S,Charcoal,Winter,2.8,No,Store Pickup,No,No,23,PayPal,Every 3 Months,2025-11-24 23:18:20
1989,46,Male,Jacket,Outerwear,41,Virginia,M,Magenta,Spring,4.4,No,Next Day Air,No,Yes,22,Credit Card,Weekly,2025-11-24 23:18:20
956,55,Male,Socks,Clothing,78,Mississippi,L,Gray,Summer,3.3,Yes,2-Day Shipping,Yes,No,38,Bank Transfer,Monthly,2025-11-24 23:18:20
662,57,Male,Backpack,Accessories,88,Iowa,M,Indigo,Fall,2.9,Yes,Standard,Yes,No,19,Venmo,Quarterly,2025-11-24 23:18:20
287,27,Male,Shirt,Clothing,86,Nebraska,M,Turquoise,Fall,3.1,Yes,Store Pickup,No,No,11,Cash,Annually,2025-11-24 23:18:20
2934,27,Female,Blouse,Clothing,77,Illinois,L,Brown,Summer,4.2,No,Express,Yes,No,21,Bank Transfer,Monthly,2025-11-24 23:18:20
2489,56,Male,Hat,Accessories,69,New Hampshire,M,Yellow,Summer,3.7,No,Next Day Air,No,No,29,Debit Card,Monthly,2025-11-24 23:18:20
721,33,Male,Sweater,Clothing,64,New Mexico,M,Maroon,Summer,3.8,Yes,Free Shipping,Yes,Yes,4,PayPal,Weekly,2025-11-24 23:18:20
45,39,Male,Shorts,Clothing,82,Kentucky,L,Peach,Summer,4.0,Yes,Express,Yes,No,32,Cash,Weekly,2025-11-24 23:18:20
743,64,Male,Hat,Accessories,60,Nevada,S,Charcoal,Summer,3.0,Yes,Standard,Yes,Yes,20,Debit Card,Quarterly,2025-11-24 23:18:20
2628,66,Male,Shorts,Clothing,60,Missouri,L,Purple,Fall,3.0,No,Next Day Air,Yes,No,4,Cash,Quarterly,2025-11-24 23:18:20
2111,52,Male,Gloves,Accessories,55,Montana,L,Red,Winter,2.7,No,Express,No,Yes,18,Venmo,Every 3 Months,2025-11-24 23:18:20
872,47,Male,Hoodie,Clothing,66,Hawaii,M,Lavender,Summer,3.2,Yes,Express,Yes,Yes,19,PayPal,Quarterly,2025-11-24 23:18:20
2080,32,Male,Sandals,Footwear,71,Montana,L,White,Summer,3.4,No,Express,Yes,Yes,6,Bank Transfer,Quarterly,2025-11-24 23:18:20
346,48,Male,Handbag,Accessories,74,Wyoming,S,Violet,Summer,4.7,Yes,Next Day Air,Yes,No,37,PayPal,Annually,2025-11-24 23:18:20
1114,28,Male,Handbag,Accessories,76,Maryland,M,Yellow,Summer,3.1,No,Next Day Air,No,Yes,34,PayPal,Bi-Weekly,2025-11-24 23:18:20
358,18,Male,Belt,Accessories,98,Arkansas,M,Peach,Fall,4.7,Yes,Free Shipping,Yes,Yes,18,Bank Transfer,Bi-Weekly,2025-11-24 23:18:20
3304,20,Female,Handbag,Accessories,99,Mississippi,L,Maroon,Spring,4.6,No,Standard,No,Yes,18,Bank Transfer,Fortnightly,2025-11-24 23:18:20
2878,32,Female,Dress,Clothing,97,New Jersey,L,Magenta,Summer,3.1,No,Express,Yes,Yes,41,Cash,Monthly,2025-11-24 23:18:20
1224,69,Male,Jacket,Outerwear,52,Kansas,L,Silver,Spring,3.1,No,Express,Yes,Yes,19,Cash,Weekly,2025-11-24 23:18:20
774,29,Male,Sunglasses,Accessories,73,California,M,Silver,Summer,2.9,Yes,Standard,No,No,47,Bank Transfer,Bi-Weekly,2025-11-24 23:18:20
1571,30,Male,Blouse,Clothing,87,Missouri,M,Blue,Spring,3.3,No,Store Pickup,Yes,No,6,Cash,Every 3 Months,2025-11-24 23:18:20
2785,33,Female,Belt,Accessories,99,Idaho,XL,Beige,Winter,3.0,No,Standard,No,No,41,Cash,Every 3 Months,2025-11-24 23:18:20
178,21,Male,Hoodie,Clothing,42,Kansas,L,Magenta,Fall,3.7,Yes,Next Day Air,Yes,Yes,47,Bank Transfer,Monthly,2025-11-24 23:18:20
2957,52,Female,Handbag,Accessories,98,Montana,M,Green,Fall,4.8,No,Express,No,No,11,Venmo,Monthly,2025-11-24 23:18:20
26,18,Male,Skirt,Clothing,57,Texas,M,Black,Fall,4.2,Yes,Next Day Air,No,Yes,44,Cash,Annually,2025-11-24 23:18:20
2860,31,Female,Backpack,Accessories,43,Utah,S,Lavender,Spring,4.4,No,Store Pickup,No,Yes,8,Credit Card,Annually,2025-11-24 23:18:20
3886,49,Female,Sunglasses,Accessories,21,New Mexico,L,Blue,Winter,4.4,No,Standard,No,No,29,Venmo,Quarterly,2025-11-24 23:18:20
400,60,Male,Scarf,Accessories,35,Idaho,L,Blue,Fall,3.5,Yes,2-Day Shipping,Yes,Yes,10,Debit Card,Monthly,2025-11-24 23:18:20
3572,70,Female,Skirt,Clothing,27,North Dakota,M,White,Summer,3.2,No,Standard,No,No,15,Bank Transfer,Every 3 Months,2025-11-24 23:18:20
