Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,timestamp
2741,19,Female,Shoes,Footwear,80,Pennsylvania,M,Pink,Fall,4.8,No,Standard,No,Yes,40,Bank Transfer,Fortnightly,2025-12-02 02:22:46
1610,33,Male,Gloves,Accessories,85,Nevada,L,Olive,Winter,3.8,No,Free Shipping,No,No,5,Debit Card,Monthly,2025-12-02 02:22:46
3489,62,Female,Skirt,Clothing,44,Delaware,M,Maroon,Winter,3.1,No,Free Shipping,Yes,No,17,Credit Card,Quarterly,2025-12-02 02:22:46
9,26,Male,Coat,Outerwear,97,West Virginia,L,Silver,Summer,2.6,Yes,Express,Yes,Yes,8,Venmo,Annually,2025-12-02 02:22:46
2366,52,Male,Shorts,Clothing,63,Wyoming,L,Indigo,Winter,3.0,No,2-Day Shipping,No,No,21,Credit Card,Monthly,2025-12-02 02:22:46
2975,57,Female,Skirt,Clothing,36,Tennessee,M,Brown,Winter,3.3,No,Express,Yes,No,23,Venmo,Weekly,2025-12-02 02:22:46
1352,30,Male,Belt,Accessories,72,Vermont,M,Peach,Winter,4.9,No,Store Pickup,No,No,19,Credit Card,Quarterly,2025-12-02 02:22:46
1407,32,Male,Jacket,Outerwear,66,Washington,S,Beige,Winter,4.0,No,Free Shipping,Yes,No,32,Credit Card,Monthly,2025-12-02 02:22:46
1337,23,Male,Coat,Outerwear,50,Oregon,L,Silver,Spring,4.2,No,Next Day Air,Yes,Yes,4,Venmo,Fortnightly,2025-12-02 02:22:46
2941,61,Female,Skirt,Clothing,100,Massachusetts,M,Gold,Summer,3.7,No,Express,Yes,No,36,Venmo,Monthly,2025-12-02 02:22:46
935,45,Male,T-shirt,Clothing,83,Oregon,M,Pink,Summer,4.9,Yes,Standard,No,No,45,Cash,Monthly,2025-12-02 02:22:46
541,49,Male,Hat,Accessories,67,South Carolina,L,Orange,Fall,2.8,Yes,2-Day Shipping,Yes,No,47,Venmo,Every 3 Months,2025-12-02 02:22:46
3311,45,Female,Blouse,Clothing,50,Iowa,XL,Turquoise,Winter,3.5,No,Next Day Air,Yes,No,48,Credit Card,Fortnightly,2025-12-02 02:22:46
2869,45,Female,Shorts,Clothing,37,Colorado,L,Beige,Fall,3.2,No,Store Pickup,No,Yes,34,Bank Transfer,Every 3 Months,2025-12-02 02:22:46
2884,22,Female,Jeans,Clothing,24,Rhode Island,L,Beige,Fall,2.8,No,Standard,No,Yes,19,Cash,Weekly,2025-12-02 02:22:46
1561,57,Male,Handbag,Accessories,22,Oregon,L,Silver,Spring,4.3,No,Express,No,No,35,Venmo,Weekly,2025-12-02 02:22:46
