Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,timestamp
294,69,Male,Gloves,Accessories,44,Connecticut,XL,Turquoise,Summer,3.0,Yes,Free Shipping,No,Yes,7,Cash,Annually,2025-12-01 18:14:30
558,18,Male,Sweater,Clothing,35,Alaska,L,Cyan,Winter,4.0,Yes,Store Pickup,No,No,13,Debit Card,Weekly,2025-12-01 18:14:30
936,58,Male,Belt,Accessories,36,Ohio,L,Olive,Fall,3.0,Yes,Free Shipping,No,No,9,Debit Card,Fortnightly,2025-12-01 18:14:30
123,40,Male,Scarf,Accessories,56,Washington,M,Blue,Fall,3.5,Yes,Standard,No,Yes,46,Venmo,Fortnightly,2025-12-01 18:14:30
3040,59,Female,Shorts,Clothing,77,Alabama,S,Charcoal,Spring,4.1,No,Free Shipping,No,No,3,Cash,Bi-Weekly,2025-12-01 18:14:30
3328,47,Female,T-shirt,Clothing,74,Connecticut,L,White,Summer,2.9,No,Free Shipping,Yes,Yes,21,Cash,Quarterly,2025-12-01 18:14:30
3509,52,Female,Pants,Clothing,54,Pennsylvania,M,Gray,Fall,4.7,No,Standard,No,No,49,Bank Transfer,Weekly,2025-12-01 18:14:30
86,53,Male,Boots,Footwear,94,New Mexico,L,Yellow,Winter,3.2,Yes,Express,No,Yes,14,Cash,Bi-Weekly,2025-12-01 18:14:30
2538,44,Male,Skirt,Clothing,83,Maine,L,Orange,Winter,4.8,No,Standard,No,No,5,PayPal,Fortnightly,2025-12-01 18:14:30
3399,54,Female,Jeans,Clothing,67,Montana,M,Green,Spring,3.2,No,Store Pickup,No,No,10,Venmo,Fortnightly,2025-12-01 18:14:30
771,19,Male,Sneakers,Footwear,86,Vermont,L,Cyan,Spring,3.6,Yes,2-Day Shipping,No,Yes,3,Cash,Annually,2025-12-01 18:14:30
3819,70,Female,Sandals,Footwear,68,Oregon,L,White,Winter,2.8,No,Next Day Air,No,No,12,Venmo,Monthly,2025-12-01 18:14:30
3375,22,Female,Blouse,Clothing,47,Nevada,S,Lavender,Spring,3.7,No,2-Day Shipping,No,No,41,Debit Card,Annually,2025-12-01 18:14:30
3105,43,Female,T-shirt,Clothing,78,Georgia,L,Cyan,Winter,2.9,No,2-Day Shipping,No,Yes,25,Venmo,Fortnightly,2025-12-01 18:14:30
790,33,Male,Pants,Clothing,99,Idaho,L,Blue,Fall,4.8,Yes,Free Shipping,No,No,42,Debit Card,Bi-Weekly,2025-12-01 18:14:30
3310,48,Female,Socks,Clothing,68,Massachusetts,S,Purple,Spring,4.8,No,Next Day Air,Yes,Yes,26,Bank Transfer,Monthly,2025-12-01 18:14:30
2492,63,Male,Gloves,Accessories,34,North Carolina,S,Violet,Summer,4.1,No,Standard,Yes,Yes,20,Cash,Monthly,2025-12-01 18:14:30
2583,19,Male,Skirt,Clothing,79,South Dakota,M,Magenta,Winter,2.6,No,Express,Yes,No,34,Debit Card,Every 3 Months,2025-12-01 18:14:30
1028,33,Male,Jeans,Clothing,46,Ohio,M,Teal,Winter,4.5,Yes,Store Pickup,No,Yes,41,Debit Card,Monthly,2025-12-01 18:14:30
652,32,Male,Jeans,Clothing,30,Arkansas,M,Magenta,Summer,3.3,Yes,Express,No,No,28,PayPal,Fortnightly,2025-12-01 18:14:30
1043,55,Male,Shirt,Clothing,73,Maryland,S,Gold,Fall,4.4,Yes,Free Shipping,No,No,29,Cash,Weekly,2025-12-01 18:14:30
3031,43,Female,Jacket,Outerwear,40,Maryland,M,Silver,Winter,3.9,No,2-Day Shipping,No,Yes,2,Credit Card,Weekly,2025-12-01 18:14:30
2651,20,Male,Backpack,Accessories,95,Oregon,M,Maroon,Winter,4.9,No,2-Day Shipping,No,Yes,42,PayPal,Every 3 Months,2025-12-01 18:14:30
2828,20,Female,Gloves,Accessories,52,Wisconsin,L,Orange,Winter,4.3,No,Standard,No,No,2,Credit Card,Bi-Weekly,2025-12-01 18:14:30
3337,39,Female,Handbag,Accessories,89,Montana,L,Blue,Spring,3.1,No,Free Shipping,No,No,2,Venmo,Annually,2025-12-01 18:14:30
70,48,Male,Coat,Outerwear,58,Tennessee,M,Lavender,Fall,5.0,Yes,2-Day Shipping,Yes,Yes,5,Debit Card,Weekly,2025-12-01 18:14:30
2589,44,Male,Backpack,Accessories,49,Delaware,M,Peach,Summer,3.2,No,Free Shipping,No,No,38,Venmo,Bi-Weekly,2025-12-01 18:14:30
1062,36,Male,Hat,Accessories,45,Idaho,S,Gray,Summer,4.5,No,Express,No,No,45,Credit Card,Every 3 Months,2025-12-01 18:14:30
1868,45,Male,Belt,Accessories,57,Delaware,M,Gray,Summer,2.8,No,Express,No,Yes,27,Debit Card,Quarterly,2025-12-01 18:14:30
3416,38,Female,Blouse,Clothing,68,New York,M,Gold,Fall,3.0,No,2-Day Shipping,No,No,15,Bank Transfer,Annually,2025-12-01 18:14:30
2716,25,Female,Sunglasses,Accessories,28,Mississippi,L,Silver,Fall,4.6,No,2-Day Shipping,Yes,Yes,31,Cash,Fortnightly,2025-12-01 18:14:30
3644,53,Female,Sunglasses,Accessories,68,Tennessee,M,Silver,Winter,3.2,No,Next Day Air,Yes,No,11,Cash,Annually,2025-12-01 18:14:30
1016,68,Male,Gloves,Accessories,24,North Carolina,M,Cyan,Summer,4.1,Yes,Standard,Yes,Yes,34,Cash,Weekly,2025-12-01 18:14:30
3824,50,Female,Blouse,Clothing,62,California,M,Cyan,Fall,2.5,No,Standard,No,Yes,21,Debit Card,Weekly,2025-12-01 18:14:30
3833,64,Female,Handbag,Accessories,55,Kansas,XL,Green,Winter,4.5,No,Standard,Yes,No,33,Venmo,Weekly,2025-12-01 18:14:30
3114,46,Female,Shorts,Clothing,51,Nebraska,XL,Violet,Winter,3.4,No,2-Day Shipping,No,No,39,Bank Transfer,Weekly,2025-12-01 18:14:30
3036,69,Female,Hoodie,Clothing,43,Kentucky,XL,White,Winter,4.3,No,Free Shipping,Yes,No,38,Debit Card,Bi-Weekly,2025-12-01 18:14:30
1338,37,Male,Blouse,Clothing,72,Tennessee,M,Silver,Winter,4.2,No,2-Day Shipping,Yes,Yes,36,Venmo,Bi-Weekly,2025-12-01 18:14:30
169,34,Male,Boots,Footwear,28,Louisiana,M,Yellow,Spring,4.5,Yes,Standard,No,Yes,46,PayPal,Fortnightly,2025-12-01 18:14:30
2028,50,Male,T-shirt,Clothing,89,Nebraska,L,Turquoise,Spring,4.6,No,Next Day Air,Yes,Yes,14,Debit Card,Every 3 Months,2025-12-01 18:14:30
3791,27,Female,Shoes,Footwear,22,Alaska,M,Cyan,Fall,4.5,No,Free Shipping,No,Yes,42,Debit Card,Weekly,2025-12-01 18:14:30
1268,47,Male,Backpack,Accessories,95,Oregon,M,Silver,Spring,3.7,No,Standard,No,No,38,PayPal,Weekly,2025-12-01 18:14:30
1101,50,Male,Scarf,Accessories,61,Nevada,M,Magenta,Fall,4.6,No,Next Day Air,No,No,37,PayPal,Weekly,2025-12-01 18:14:30
2746,28,Female,Backpack,Accessories,47,Michigan,XL,Blue,Summer,3.4,No,Next Day Air,No,No,36,Venmo,Bi-Weekly,2025-12-01 18:14:30
2188,37,Male,Blouse,Clothing,78,Idaho,M,Violet,Spring,4.4,No,Free Shipping,No,No,20,PayPal,Annually,2025-12-01 18:14:30
1970,64,Male,Dress,Clothing,32,Louisiana,L,Green,Spring,3.3,No,Next Day Air,Yes,No,26,Venmo,Fortnightly,2025-12-01 18:14:30
1897,57,Male,Shoes,Footwear,25,Nevada,M,Blue,Spring,3.5,No,Free Shipping,Yes,Yes,10,Debit Card,Monthly,2025-12-01 18:14:30
3578,66,Female,Skirt,Clothing,56,Missouri,L,Silver,Spring,3.5,No,Next Day Air,Yes,Yes,19,Debit Card,Weekly,2025-12-01 18:14:30
455,37,Male,Shoes,Footwear,65,New Jersey,M,Violet,Fall,4.8,Yes,Standard,No,No,3,Cash,Bi-Weekly,2025-12-01 18:14:30
3223,45,Female,Skirt,Clothing,47,Texas,S,Olive,Winter,5.0,No,Express,No,No,4,Venmo,Quarterly,2025-12-01 18:14:30
