Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,timestamp
2082,24,Male,Dress,Clothing,68,Alabama,M,Silver,Fall,3.8,No,Store Pickup,Yes,No,45,PayPal,Bi-Weekly,2025-11-24 23:18:05
2587,20,Male,Shirt,Clothing,33,Maine,L,Charcoal,Fall,3.1,No,Express,No,Yes,7,Bank Transfer,Every 3 Months,2025-11-24 23:18:05
1349,19,Male,Shoes,Footwear,48,Nebraska,L,Pink,Fall,3.5,No,Standard,No,No,43,Cash,Fortnightly,2025-11-24 23:18:05
306,60,Male,Belt,Accessories,74,Utah,M,Pink,Winter,4.9,Yes,2-Day Shipping,Yes,No,35,PayPal,Annually,2025-11-24 23:18:05
1419,18,Male,Shirt,Clothing,75,Alabama,M,Violet,Summer,4.1,No,2-Day Shipping,Yes,Yes,23,Venmo,Every 3 Months,2025-11-24 23:18:05
3767,62,Female,Pants,Clothing,29,Texas,XL,Teal,Summer,2.8,No,Store Pickup,No,Yes,33,PayPal,Annually,2025-11-24 23:18:05
657,42,Male,Jewelry,Accessories,27,Pennsylvania,L,Indigo,Fall,3.5,Yes,Next Day Air,No,No,21,Debit Card,Quarterly,2025-11-24 23:18:05
1937,70,Male,Sneakers,Footwear,65,Minnesota,L,Yellow,Fall,3.9,No,Store Pickup,No,No,2,PayPal,Every 3 Months,2025-11-24 23:18:05
2761,41,Female,Skirt,Clothing,82,Alaska,S,Violet,Fall,5.0,No,Next Day Air,No,No,41,Credit Card,Bi-Weekly,2025-11-24 23:18:05
2215,50,Male,Sunglasses,Accessories,67,Idaho,M,Peach,Spring,2.6,No,Express,Yes,No,3,Credit Card,Weekly,2025-11-24 23:18:05
2619,70,Male,T-shirt,Clothing,79,Louisiana,L,Green,Fall,3.9,No,Free Shipping,Yes,No,45,Debit Card,Monthly,2025-11-24 23:18:05
153,30,Male,Dress,Clothing,36,South Carolina,M,Yellow,Fall,4.1,Yes,Store Pickup,Yes,No,33,Cash,Annually,2025-11-24 23:18:05
5,45,Male,Hoodie,Clothing,96,Oregon,XL,White,Spring,2.9,Yes,Standard,Yes,Yes,9,Venmo,Annually,2025-11-24 23:18:05
10,57,Male,Handbag,Accessories,27,Missouri,L,Violet,Summer,2.6,Yes,Next Day Air,No,No,27,PayPal,Quarterly,2025-11-24 23:18:05
1654,31,Male,Sunglasses,Accessories,94,Colorado,L,Orange,Fall,4.5,No,Next Day Air,Yes,No,5,Debit Card,Bi-Weekly,2025-11-24 23:18:05
1498,69,Male,Jewelry,Accessories,77,Michigan,L,Cyan,Winter,3.4,No,Next Day Air,Yes,No,11,Cash,Every 3 Months,2025-11-24 23:18:05
1658,69,Male,Pants,Clothing,30,Indiana,M,Charcoal,Fall,3.4,No,Store Pickup,No,Yes,1,Credit Card,Bi-Weekly,2025-11-24 23:18:05
1535,55,Male,Skirt,Clothing,49,Wyoming,M,Lavender,Fall,3.7,No,Express,No,Yes,36,PayPal,Fortnightly,2025-11-24 23:18:05
