Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,timestamp
507,28,Male,Blouse,Clothing,79,Georgia,S,Olive,Summer,2.7,Yes,Free Shipping,No,Yes,31,Credit Card,Annually,2025-12-02 16:49:49
3273,58,Female,Skirt,Clothing,92,Texas,M,Olive,Fall,3.5,No,2-Day Shipping,Yes,Yes,48,Venmo,Quarterly,2025-12-02 16:49:49
2895,35,Female,Sunglasses,Accessories,57,Kentucky,M,Violet,Fall,4.3,No,Next Day Air,Yes,Yes,17,Debit Card,Annually,2025-12-02 16:49:49
976,58,Male,Coat,Outerwear,22,Washington,L,Magenta,Winter,4.1,Yes,Express,No,No,45,Bank Transfer,Weekly,2025-12-02 16:49:49
2607,68,Male,Socks,Clothing,91,Nevada,M,Charcoal,Summer,3.9,No,Standard,No,Yes,48,Bank Transfer,Bi-Weekly,2025-12-02 16:49:49
3582,26,Female,Shorts,Clothing,92,Georgia,XL,Charcoal,Fall,4.3,No,Store Pickup,Yes,No,7,Credit Card,Weekly,2025-12-02 16:49:49
1726,45,Male,Socks,Clothing,20,Massachusetts,M,Brown,Summer,4.9,No,2-Day Shipping,Yes,No,31,PayPal,Quarterly,2025-12-02 16:49:49
1665,19,Male,Handbag,Accessories,53,Minnesota,M,Purple,Spring,5.0,No,Next Day Air,Yes,Yes,35,PayPal,Weekly,2025-12-02 16:49:49
7,63,Male,Shirt,Clothing,85,Montana,M,Gray,Fall,3.2,Yes,Free Shipping,Yes,Yes,49,Cash,Quarterly,2025-12-02 16:49:49
1626,34,Male,Shoes,Footwear,63,Minnesota,M,Brown,Winter,2.7,No,Next Day Air,No,Yes,20,PayPal,Bi-Weekly,2025-12-02 16:49:49
1773,58,Male,Jeans,Clothing,79,Hawaii,L,Purple,Fall,5.0,No,2-Day Shipping,Yes,No,43,Venmo,Annually,2025-12-02 16:49:49
1498,69,Male,Jacket,Outerwear,33,Michigan,S,Magenta,Spring,3.8,No,2-Day Shipping,Yes,Yes,16,Debit Card,Every 3 Months,2025-12-02 16:49:49
3218,44,Female,Sunglasses,Accessories,58,Oregon,M,Silver,Fall,3.4,No,Express,No,No,46,Venmo,Weekly,2025-12-02 16:49:49
2081,29,Male,Blouse,Clothing,33,South Dakota,XL,Maroon,Fall,4.9,No,Store Pickup,No,No,19,Cash,Bi-Weekly,2025-12-02 16:49:49
1740,21,Male,Jewelry,Accessories,98,Minnesota,L,Silver,Winter,4.2,No,Express,No,No,23,Cash,Weekly,2025-12-02 16:49:49
3229,37,Female,Jewelry,Accessories,95,Connecticut,M,Yellow,Spring,4.6,No,2-Day Shipping,No,No,27,PayPal,Annually,2025-12-02 16:49:49
1806,41,Male,T-shirt,Clothing,62,Arizona,L,Gold,Spring,4.9,No,Store Pickup,No,No,46,Debit Card,Weekly,2025-12-02 16:49:49
3868,46,Female,Backpack,Accessories,71,Maryland,XL,Olive,Summer,2.9,No,2-Day Shipping,No,No,24,Venmo,Monthly,2025-12-02 16:49:49
929,67,Male,Sneakers,Footwear,55,Arkansas,XL,White,Winter,4.9,Yes,2-Day Shipping,Yes,No,20,Credit Card,Every 3 Months,2025-12-02 16:49:49
695,41,Male,Boots,Footwear,28,Kentucky,XL,Black,Summer,4.0,Yes,Next Day Air,No,No,49,Debit Card,Every 3 Months,2025-12-02 16:49:49
35,36,Male,Backpack,Accessories,77,North Dakota,S,Cyan,Fall,3.4,Yes,Store Pickup,Yes,Yes,13,Venmo,Quarterly,2025-12-02 16:49:49
103,51,Male,Hoodie,Clothing,25,Oklahoma,L,Magenta,Fall,3.2,Yes,Standard,No,Yes,5,Venmo,Quarterly,2025-12-02 16:49:49
684,33,Male,Jeans,Clothing,61,Michigan,M,Purple,Spring,5.0,Yes,Free Shipping,No,No,50,Bank Transfer,Monthly,2025-12-02 16:49:49
3104,27,Female,Pants,Clothing,47,Illinois,M,Cyan,Fall,4.0,No,Next Day Air,Yes,No,18,Bank Transfer,Weekly,2025-12-02 16:49:49
3631,65,Female,Shorts,Clothing,55,Oklahoma,L,Orange,Winter,4.0,No,Free Shipping,No,Yes,47,Bank Transfer,Weekly,2025-12-02 16:49:49
812,18,Male,Jacket,Outerwear,97,Illinois,L,Green,Summer,3.0,Yes,Express,No,No,14,Credit Card,Quarterly,2025-12-02 16:49:49
1566,58,Male,Jeans,Clothing,53,Idaho,M,White,Spring,4.4,No,2-Day Shipping,Yes,No,40,PayPal,Annually,2025-12-02 16:49:49
1643,18,Male,Coat,Outerwear,70,Mississippi,M,Beige,Spring,4.2,No,Store Pickup,Yes,Yes,16,PayPal,Fortnightly,2025-12-02 16:49:49
1336,56,Male,Belt,Accessories,30,Nevada,L,Gray,Spring,2.8,No,Store Pickup,Yes,No,1,PayPal,Weekly,2025-12-02 16:49:49
