Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,timestamp
69,57,Male,Sunglasses,Accessories,62,Utah,XL,Green,Winter,3.1,Yes,Express,No,No,31,PayPal,Every 3 Months,2025-12-05 22:21:10
2526,39,Male,Shorts,Clothing,47,Kentucky,XL,Olive,Summer,3.3,No,Standard,No,No,23,PayPal,Weekly,2025-12-05 22:21:10
3386,62,Female,Coat,Outerwear,75,Rhode Island,XL,Cyan,Fall,4.2,No,Next Day Air,No,No,26,Credit Card,Every 3 Months,2025-12-05 22:21:10
1382,30,Male,Shoes,Footwear,86,Illinois,L,Green,Winter,2.9,No,Standard,Yes,Yes,48,Venmo,Quarterly,2025-12-05 22:21:10
3022,65,Female,Gloves,Accessories,45,Pennsylvania,M,Magenta,Summer,3.6,No,Standard,No,Yes,9,Cash,Quarterly,2025-12-05 22:21:10
1527,41,Male,Dress,Clothing,29,Oklahoma,M,Maroon,Summer,4.9,No,Express,Yes,Yes,10,Bank Transfer,Monthly,2025-12-05 22:21:10
3145,23,Female,Boots,Footwear,70,Maine,L,Beige,Spring,2.6,No,Free Shipping,No,No,12,Debit Card,Quarterly,2025-12-05 22:21:10
3466,19,Female,Jacket,Outerwear,62,Iowa,M,Violet,Winter,4.4,No,Next Day Air,No,No,30,Venmo,Weekly,2025-12-05 22:21:10
2982,21,Female,Pants,Clothing,36,Delaware,L,Pink,Winter,4.9,No,Standard,No,No,37,Venmo,Annually,2025-12-05 22:21:10
2140,40,Male,Shoes,Footwear,82,New York,L,Violet,Winter,4.0,No,Free Shipping,Yes,No,42,Venmo,Weekly,2025-12-05 22:21:10
2719,22,Female,Hoodie,Clothing,73,Virginia,S,Green,Summer,3.1,No,Standard,Yes,No,10,PayPal,Bi-Weekly,2025-12-05 22:21:10
2414,69,Male,Shirt,Clothing,20,Pennsylvania,M,Brown,Fall,4.1,No,Express,Yes,No,7,Venmo,Weekly,2025-12-05 22:21:10
252,21,Male,Blouse,Clothing,90,Wyoming,M,Orange,Fall,2.8,Yes,Standard,No,No,33,Cash,Annually,2025-12-05 22:21:10
815,31,Male,Shorts,Clothing,85,Minnesota,L,Turquoise,Fall,4.2,Yes,Store Pickup,No,No,15,Venmo,Monthly,2025-12-05 22:21:10
2952,47,Female,Sneakers,Footwear,85,Arkansas,M,Gray,Fall,3.8,No,Express,Yes,No,45,Credit Card,Weekly,2025-12-05 22:21:10
3753,24,Female,Hoodie,Clothing,78,Washington,S,Gold,Spring,3.7,No,Express,Yes,Yes,34,Bank Transfer,Weekly,2025-12-05 22:21:10
3505,65,Female,Dress,Clothing,59,Hawaii,S,Peach,Summer,2.9,No,Free Shipping,Yes,No,16,Venmo,Monthly,2025-12-05 22:21:10
1957,70,Male,Jacket,Outerwear,84,Oklahoma,L,Teal,Fall,3.0,No,Store Pickup,Yes,No,8,Bank Transfer,Fortnightly,2025-12-05 22:21:10
1520,50,Male,Jeans,Clothing,62,Texas,M,Indigo,Fall,4.1,No,Next Day Air,No,Yes,1,Cash,Weekly,2025-12-05 22:21:10
2757,42,Female,Backpack,Accessories,68,Minnesota,M,Red,Fall,3.1,No,Free Shipping,No,No,14,Bank Transfer,Monthly,2025-12-05 22:21:10
3857,39,Female,Pants,Clothing,83,Virginia,M,Yellow,Winter,4.2,No,Standard,No,No,10,PayPal,Quarterly,2025-12-05 22:21:10
2734,31,Female,Backpack,Accessories,72,North Carolina,M,Turquoise,Fall,3.7,No,Next Day Air,Yes,Yes,18,PayPal,Annually,2025-12-05 22:21:10
223,47,Male,Blouse,Clothing,91,New York,L,Lavender,Spring,4.2,Yes,Free Shipping,No,No,31,Debit Card,Fortnightly,2025-12-05 22:21:10
700,50,Male,Blouse,Clothing,49,Connecticut,M,Olive,Spring,3.4,Yes,Standard,No,Yes,1,Debit Card,Weekly,2025-12-05 22:21:10
2565,42,Male,Pants,Clothing,90,Kentucky,L,Green,Fall,4.5,No,Standard,No,Yes,31,Debit Card,Weekly,2025-12-05 22:21:10
3439,26,Female,Dress,Clothing,100,Kentucky,XL,Lavender,Fall,4.7,No,Store Pickup,Yes,No,23,Debit Card,Monthly,2025-12-05 22:21:10
2078,64,Male,Handbag,Accessories,28,Nebraska,M,Gold,Spring,2.7,No,Store Pickup,Yes,Yes,37,Bank Transfer,Annually,2025-12-05 22:21:10
1052,45,Male,Coat,Outerwear,62,Ohio,L,Red,Summer,2.8,Yes,Standard,Yes,Yes,41,Cash,Annually,2025-12-05 22:21:10
770,52,Male,Shirt,Clothing,77,Delaware,L,Maroon,Summer,3.1,Yes,Express,No,Yes,23,PayPal,Monthly,2025-12-05 22:21:10
3111,19,Female,Coat,Outerwear,89,Texas,M,Black,Fall,4.9,No,Free Shipping,No,Yes,38,Bank Transfer,Bi-Weekly,2025-12-05 22:21:10
786,46,Male,Blouse,Clothing,70,Louisiana,S,Black,Fall,3.2,Yes,Next Day Air,Yes,No,35,Credit Card,Fortnightly,2025-12-05 22:21:10
3596,21,Female,Pants,Clothing,36,South Dakota,M,White,Spring,3.2,No,2-Day Shipping,No,No,2,Cash,Annually,2025-12-05 22:21:10
634,66,Male,T-shirt,Clothing,54,Minnesota,L,Violet,Spring,3.1,Yes,Standard,Yes,Yes,6,Credit Card,Quarterly,2025-12-05 22:21:10
3544,58,Female,Hat,Accessories,83,Colorado,M,Blue,Winter,4.1,No,Standard,No,No,18,PayPal,Every 3 Months,2025-12-05 22:21:10
914,37,Male,Belt,Accessories,70,Utah,M,Gold,Winter,2.7,Yes,Store Pickup,Yes,Yes,10,Cash,Every 3 Months,2025-12-05 22:21:10
514,22,Male,Gloves,Accessories,95,New Mexico,M,Lavender,Spring,2.9,Yes,Free Shipping,No,Yes,38,Credit Card,Annually,2025-12-05 22:21:10
3268,37,Female,Hoodie,Clothing,92,Idaho,M,Blue,Summer,3.9,No,Standard,No,No,22,Debit Card,Quarterly,2025-12-05 22:21:10
668,34,Male,Pants,Clothing,44,Arizona,L,White,Winter,3.3,Yes,2-Day Shipping,No,No,26,Credit Card,Quarterly,2025-12-05 22:21:10
2597,63,Male,Shirt,Clothing,95,Louisiana,M,Maroon,Summer,4.6,No,Free Shipping,No,Yes,36,Cash,Monthly,2025-12-05 22:21:10
725,37,Male,Sweater,Clothing,82,New Hampshire,L,Turquoise,Summer,3.4,Yes,Standard,No,Yes,31,Venmo,Every 3 Months,2025-12-05 22:21:10
251,33,Male,Sandals,Footwear,48,Mississippi,L,Peach,Winter,4.8,Yes,Next Day Air,Yes,No,35,Credit Card,Weekly,2025-12-05 22:21:10
2151,57,Male,Shorts,Clothing,32,Illinois,M,Silver,Summer,4.2,No,Next Day Air,Yes,No,7,Cash,Weekly,2025-12-05 22:21:10
475,62,Male,T-shirt,Clothing,61,Arkansas,S,Turquoise,Spring,3.8,Yes,Store Pickup,No,No,13,Credit Card,Quarterly,2025-12-05 22:21:10
3147,21,Female,Blouse,Clothing,24,Virginia,M,Maroon,Spring,4.2,No,Next Day Air,Yes,No,27,Credit Card,Annually,2025-12-05 22:21:10
3405,69,Female,Gloves,Accessories,34,South Carolina,L,Olive,Fall,3.9,No,2-Day Shipping,No,No,34,Credit Card,Annually,2025-12-05 22:21:10
1171,57,Male,Scarf,Accessories,66,Illinois,M,Blue,Spring,4.5,No,Express,No,No,4,Credit Card,Bi-Weekly,2025-12-05 22:21:10
1008,58,Male,Gloves,Accessories,62,Georgia,XL,Turquoise,Spring,4.8,Yes,Standard,Yes,Yes,2,Credit Card,Annually,2025-12-05 22:21:10
3026,40,Female,Backpack,Accessories,38,Montana,M,Blue,Summer,3.9,No,2-Day Shipping,No,No,31,PayPal,Monthly,2025-12-05 22:21:10
3421,19,Female,Scarf,Accessories,93,Kentucky,XL,Teal,Summer,3.1,No,Store Pickup,No,No,19,Cash,Bi-Weekly,2025-12-05 22:21:10
