Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,timestamp
1460,20,Male,T-shirt,Clothing,97,Maine,M,Gray,Spring,2.6,No,Store Pickup,Yes,No,2,Cash,Fortnightly,2025-12-02 00:36:00
2977,30,Female,Socks,Clothing,67,Nebraska,M,Beige,Spring,3.2,No,Standard,No,Yes,10,Bank Transfer,Fortnightly,2025-12-02 00:36:00
2770,32,Female,Gloves,Accessories,53,Oklahoma,M,Green,Summer,4.2,No,2-Day Shipping,No,Yes,38,PayPal,Weekly,2025-12-02 00:36:00
3043,53,Female,Coat,Outerwear,27,South Dakota,L,Turquoise,Winter,2.9,No,Next Day Air,No,No,14,PayPal,Every 3 Months,2025-12-02 00:36:00
2825,39,Female,Scarf,Accessories,46,Utah,S,Teal,Spring,3.1,No,Free Shipping,No,No,21,Venmo,Quarterly,2025-12-02 00:36:00
599,21,Male,Dress,Clothing,66,California,L,Green,Winter,3.2,Yes,2-Day Shipping,Yes,Yes,30,Cash,Every 3 Months,2025-12-02 00:36:00
3472,43,Female,Jacket,Outerwear,24,North Carolina,L,Silver,Fall,4.2,No,Standard,No,No,16,Cash,Bi-Weekly,2025-12-02 00:36:00
1577,56,Male,Scarf,Accessories,50,Michigan,S,Violet,Fall,3.8,No,Free Shipping,No,Yes,6,Cash,Monthly,2025-12-02 00:36:00
2328,20,Male,T-shirt,Clothing,48,Alabama,M,Magenta,Fall,3.5,No,Standard,Yes,No,24,Cash,Bi-Weekly,2025-12-02 00:36:00
2592,40,Male,Sweater,Clothing,98,New Mexico,L,Purple,Winter,3.8,No,Express,Yes,No,7,Bank Transfer,Quarterly,2025-12-02 00:36:00
3162,66,Female,Hat,Accessories,21,Massachusetts,L,Pink,Fall,4.3,No,Store Pickup,No,No,49,Credit Card,Monthly,2025-12-02 00:36:00
572,54,Male,Jacket,Outerwear,76,Kentucky,XL,Cyan,Spring,3.6,Yes,Free Shipping,Yes,Yes,37,Venmo,Weekly,2025-12-02 00:36:00
888,70,Male,Handbag,Accessories,47,Minnesota,L,Turquoise,Winter,3.3,Yes,2-Day Shipping,Yes,Yes,33,PayPal,Fortnightly,2025-12-02 00:36:00
636,27,Male,Handbag,Accessories,67,South Carolina,S,Violet,Fall,4.1,Yes,2-Day Shipping,No,Yes,24,Debit Card,Quarterly,2025-12-02 00:36:00
2929,40,Female,Socks,Clothing,79,Alabama,XL,Olive,Spring,2.6,No,Free Shipping,No,Yes,12,Debit Card,Weekly,2025-12-02 00:36:00
2009,57,Male,Skirt,Clothing,48,Florida,M,Gray,Spring,2.5,No,Free Shipping,No,No,27,PayPal,Every 3 Months,2025-12-02 00:36:00
849,48,Male,Handbag,Accessories,99,Delaware,S,Olive,Winter,2.5,Yes,Express,No,Yes,27,Bank Transfer,Bi-Weekly,2025-12-02 00:36:00
1993,33,Male,Dress,Clothing,25,New Jersey,M,Teal,Spring,3.5,No,Standard,Yes,Yes,38,Venmo,Monthly,2025-12-02 00:36:00
299,69,Male,Scarf,Accessories,37,Maryland,S,Maroon,Summer,4.2,Yes,2-Day Shipping,Yes,Yes,23,Bank Transfer,Every 3 Months,2025-12-02 00:36:00
