Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,timestamp
1217,62,Male,Belt,Accessories,26,Utah,M,Olive,Winter,3.2,No,Standard,Yes,No,11,Bank Transfer,Every 3 Months,2025-12-02 00:35:56
1319,52,Male,Coat,Outerwear,96,Connecticut,S,Green,Fall,4.8,No,Express,No,Yes,38,Venmo,Bi-Weekly,2025-12-02 00:35:56
969,57,Male,Shorts,Clothing,56,North Carolina,M,Olive,Winter,2.8,Yes,2-Day Shipping,No,Yes,12,Cash,Quarterly,2025-12-02 00:35:56
1467,58,Male,Hat,Accessories,58,Alabama,L,Cyan,Winter,4.6,No,Next Day Air,Yes,Yes,21,Debit Card,Annually,2025-12-02 00:35:56
1414,51,Male,Sunglasses,Accessories,97,New Hampshire,S,Magenta,Summer,3.5,No,Standard,No,No,8,PayPal,Quarterly,2025-12-02 00:35:56
3184,50,Female,Hat,Accessories,95,Mississippi,L,Beige,Fall,3.8,No,Free Shipping,No,No,36,Venmo,Every 3 Months,2025-12-02 00:35:56
3606,68,Female,Backpack,Accessories,38,Alabama,L,Maroon,Fall,3.5,No,Express,No,Yes,37,PayPal,Every 3 Months,2025-12-02 00:35:56
482,46,Male,Hat,Accessories,92,Wisconsin,M,Yellow,Spring,4.0,Yes,Express,No,No,24,PayPal,Fortnightly,2025-12-02 00:35:56
1920,34,Male,Backpack,Accessories,24,Virginia,XL,Brown,Summer,4.9,No,2-Day Shipping,Yes,No,4,Debit Card,Bi-Weekly,2025-12-02 00:35:56
2414,69,Male,Sweater,Clothing,70,Pennsylvania,S,Turquoise,Summer,4.8,No,2-Day Shipping,No,No,4,PayPal,Weekly,2025-12-02 00:35:56
3502,53,Female,Shoes,Footwear,87,Nebraska,M,Silver,Fall,4.8,No,Standard,No,No,43,Bank Transfer,Weekly,2025-12-02 00:35:56
2849,33,Female,Jacket,Outerwear,63,Wisconsin,M,Olive,Winter,3.4,No,Express,No,Yes,39,Debit Card,Quarterly,2025-12-02 00:35:56
2621,27,Male,Sunglasses,Accessories,78,Ohio,L,Purple,Spring,2.5,No,Express,Yes,Yes,34,Cash,Annually,2025-12-02 00:35:56
3763,65,Female,Shorts,Clothing,43,New York,M,Blue,Winter,3.4,No,Express,No,Yes,45,PayPal,Annually,2025-12-02 00:35:56
