Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,timestamp
1333,66,Male,T-shirt,Clothing,98,Alaska,L,Maroon,Summer,4.6,No,Store Pickup,Yes,No,41,Venmo,Quarterly,2025-12-06 00:14:29
846,31,Male,Sneakers,Footwear,64,Michigan,M,White,Winter,3.4,Yes,2-Day Shipping,No,Yes,12,Venmo,Monthly,2025-12-06 00:14:29
2435,36,Male,Coat,Outerwear,56,Utah,XL,Blue,Fall,3.0,No,Standard,Yes,No,29,Credit Card,Monthly,2025-12-06 00:14:29
1113,69,Male,Skirt,Clothing,60,Washington,L,Indigo,Spring,4.2,No,Express,No,No,35,Venmo,Quarterly,2025-12-06 00:14:29
1438,69,Male,Hat,Accessories,94,Montana,M,Orange,Summer,4.6,No,Store Pickup,No,No,8,Credit Card,Annually,2025-12-06 00:14:29
3031,43,Female,Sunglasses,Accessories,57,Maryland,M,Purple,Fall,2.8,No,Standard,No,No,34,Bank Transfer,Weekly,2025-12-06 00:14:29
875,25,Male,Shoes,Footwear,100,Maine,M,Orange,Fall,3.1,Yes,Store Pickup,No,No,4,Debit Card,Every 3 Months,2025-12-06 00:14:29
2711,69,Female,Dress,Clothing,34,Wisconsin,L,Magenta,Fall,3.8,No,2-Day Shipping,Yes,No,2,Venmo,Fortnightly,2025-12-06 00:14:29
1204,40,Male,Belt,Accessories,100,Minnesota,L,Orange,Winter,2.5,No,Next Day Air,No,No,5,Venmo,Annually,2025-12-06 00:14:29
2274,55,Male,Shorts,Clothing,54,New Mexico,M,Magenta,Fall,2.5,No,Express,Yes,No,42,Credit Card,Bi-Weekly,2025-12-06 00:14:29
2535,41,Male,Socks,Clothing,21,Virginia,M,Yellow,Winter,3.2,No,Store Pickup,No,No,34,Cash,Weekly,2025-12-06 00:14:29
2599,64,Male,Backpack,Accessories,86,Nevada,XL,Olive,Fall,3.3,No,Express,No,No,31,Debit Card,Annually,2025-12-06 00:14:29
678,60,Male,Sweater,Clothing,99,Washington,L,White,Winter,3.3,Yes,2-Day Shipping,No,No,39,Debit Card,Annually,2025-12-06 00:14:29
2924,28,Female,Skirt,Clothing,56,Pennsylvania,L,Red,Fall,3.2,No,2-Day Shipping,No,Yes,18,Debit Card,Quarterly,2025-12-06 00:14:29
1654,31,Male,Dress,Clothing,86,Colorado,M,Blue,Winter,4.9,No,Free Shipping,Yes,Yes,8,Debit Card,Bi-Weekly,2025-12-06 00:14:29
1547,60,Male,Jewelry,Accessories,38,Oregon,M,Charcoal,Fall,3.4,No,Express,No,No,34,Bank Transfer,Annually,2025-12-06 00:14:29
1128,50,Male,Sunglasses,Accessories,51,Delaware,S,Gold,Winter,3.2,No,2-Day Shipping,No,No,26,PayPal,Monthly,2025-12-06 00:14:29
1500,19,Male,Jeans,Clothing,57,Georgia,M,Lavender,Fall,4.5,No,Store Pickup,No,Yes,38,Venmo,Every 3 Months,2025-12-06 00:14:29
2804,46,Female,Scarf,Accessories,66,Idaho,M,Yellow,Winter,3.1,No,Standard,No,Yes,33,Credit Card,Monthly,2025-12-06 00:14:29
2958,69,Female,Gloves,Accessories,26,South Dakota,L,Brown,Summer,2.9,No,2-Day Shipping,No,No,39,Venmo,Annually,2025-12-06 00:14:29
2646,23,Male,Socks,Clothing,43,Louisiana,M,Yellow,Winter,3.0,No,Next Day Air,Yes,Yes,36,Credit Card,Bi-Weekly,2025-12-06 00:14:29
89,33,Male,Jeans,Clothing,21,Wyoming,M,Brown,Summer,3.4,Yes,Store Pickup,No,No,41,Cash,Monthly,2025-12-06 00:14:29
394,33,Male,T-shirt,Clothing,48,Vermont,L,Blue,Summer,2.9,Yes,Free Shipping,Yes,Yes,28,Debit Card,Fortnightly,2025-12-06 00:14:29
