Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,timestamp
2485,60,Male,Scarf,Accessories,75,New Hampshire,M,Black,Summer,4.3,No,Express,No,No,9,Bank Transfer,Every 3 Months,2025-12-02 00:36:18
1702,69,Male,Jeans,Clothing,72,Mississippi,L,Indigo,Spring,3.2,No,Store Pickup,No,Yes,13,Credit Card,Every 3 Months,2025-12-02 00:36:18
1826,23,Male,Handbag,Accessories,35,South Dakota,M,Peach,Summer,4.3,No,2-Day Shipping,Yes,No,46,Venmo,Weekly,2025-12-02 00:36:18
3163,66,Female,Handbag,Accessories,62,Wisconsin,M,Yellow,Winter,4.0,No,Next Day Air,No,No,16,Credit Card,Quarterly,2025-12-02 00:36:18
2201,60,Male,Belt,Accessories,30,Wyoming,M,Olive,Summer,4.0,No,Standard,Yes,No,35,Credit Card,Every 3 Months,2025-12-02 00:36:18
765,55,Male,Pants,Clothing,84,Virginia,M,Yellow,Winter,4.6,Yes,Standard,Yes,No,36,Bank Transfer,Quarterly,2025-12-02 00:36:18
3054,32,Female,Boots,Footwear,52,Maine,XL,Gray,Winter,4.9,No,Standard,No,Yes,30,Bank Transfer,Monthly,2025-12-02 00:36:18
959,70,Male,Sunglasses,Accessories,89,Washington,M,Gold,Spring,2.6,Yes,Store Pickup,No,No,46,PayPal,Bi-Weekly,2025-12-02 00:36:18
953,36,Male,Socks,Clothing,35,Idaho,L,Orange,Spring,4.5,Yes,Standard,Yes,Yes,11,Venmo,Monthly,2025-12-02 00:36:18
3188,67,Female,Dress,Clothing,51,Texas,M,White,Summer,3.7,No,Standard,Yes,Yes,37,Credit Card,Weekly,2025-12-02 00:36:18
1675,35,Male,Hoodie,Clothing,42,Alaska,XL,Teal,Summer,3.0,No,Store Pickup,No,No,40,Credit Card,Fortnightly,2025-12-02 00:36:18
1825,58,Male,Handbag,Accessories,91,Illinois,M,Turquoise,Winter,4.6,No,Standard,No,Yes,11,Credit Card,Monthly,2025-12-02 00:36:18
