userId,name,predicted_rating
3900,Sunglasses,3.5674083
3900,Sneakers,3.401352
3900,Sandals,3.2806308
3899,Boots,4.118945
3899,Backpack,3.9720333
3899,Dress,3.8984637
3898,Gloves,3.1818278
3898,Hoodie,3.0543907
3898,Sweater,3.0380895
3897,Jacket,3.8146431
3897,Dress,3.6949694
3897,Hoodie,3.621386
3896,Shirt,3.8633153
3896,Gloves,3.813702
3896,Sandals,3.3544679
3895,Sunglasses,3.5532656
3895,Socks,3.5148327
3895,Handbag,3.249184
3894,Sweater,3.4038944
3894,Sandals,3.36961
3894,Skirt,3.318472
3893,Jacket,3.7754762
3893,Scarf,3.6751668
3893,Belt,3.4591334
3892,Backpack,4.002379
3892,Boots,3.9821758
3892,Socks,3.852849
3891,Blouse,4.300684
3891,Pants,4.1400886
3891,Jewelry,4.1244025
3890,Shorts,3.299673
3890,Jewelry,3.257298
3890,Jacket,3.172355
3889,Sandals,3.6779752
3889,Socks,3.531077
3889,Hat,3.4949393
3888,Backpack,3.6199796
3888,Sneakers,3.5504248
3888,Shoes,3.4669058
3887,Sneakers,3.8778527
3887,Coat,3.8384707
3887,Skirt,3.7973773
3886,Hoodie,3.5688915
3886,Gloves,3.2804685
3886,Sweater,3.2789092
3885,Jeans,4.321412
3885,Backpack,4.078076
3885,Hat,4.065251
3884,Gloves,4.1780686
3884,Skirt,4.101772
3884,Dress,4.037018
3883,Shorts,3.1258945
3883,Skirt,2.9660509
3883,Sandals,2.9475775
3882,Sneakers,4.0100117
3882,Backpack,3.951052
3882,Hoodie,3.7116518
3881,Jacket,3.6840181
3881,Handbag,3.6349401
3881,Hoodie,3.615622
3880,Dress,3.6630814
3880,Backpack,3.623735
3880,Jewelry,3.614119
3879,Pants,3.7416162
3879,Skirt,3.5456743
3879,Scarf,3.5133128
3878,Dress,3.9651513
3878,Coat,3.3164716
3878,Sunglasses,3.3125045
3877,Jeans,2.9429982
3877,Coat,2.9383173
3877,Hat,2.874638
3876,Boots,3.9095118
3876,Gloves,3.8586164
3876,Sneakers,3.6796122
3875,Handbag,4.2292886
3875,Blouse,4.1914706
3875,Hat,4.182126
3874,Boots,3.4321315
3874,Dress,3.4041002
3874,Hoodie,3.3132906
3873,Hoodie,3.7858913
3873,Jeans,3.6661966
3873,Shirt,3.6588829
3872,Jewelry,3.982421
3872,Jeans,3.824233
3872,Sweater,3.758044
3871,Belt,3.7595367
3871,Backpack,3.7321382
3871,Hat,3.5717854
3870,Shorts,3.8274474
3870,Blouse,3.7862358
3870,Skirt,3.5619905
3869,Backpack,3.7140932
3869,Handbag,3.6232817
3869,Jacket,3.548198
3868,Sunglasses,3.1221235
3868,Shorts,3.1134405
3868,Gloves,3.041291
3867,Shoes,3.4826095
3867,Shirt,3.3898342
3867,Belt,3.351029
3866,Belt,3.6628666
3866,Shoes,3.6045794
3866,Pants,3.4817245
