userId,name,predicted_rating
3900,Scarf,3.6084127
3900,Sneakers,3.4180572
3900,Belt,3.3802757
3899,Backpack,4.029199
3899,Boots,4.009828
3899,Hoodie,3.9682822
3898,Gloves,3.0765142
3898,Skirt,3.0055206
3898,Dress,2.9952803
3897,Jacket,3.9095607
3897,T-shirt,3.8357465
3897,Jewelry,3.5756106
3896,Coat,4.35432
3896,Sandals,4.0306835
3896,Gloves,3.861734
3895,Sneakers,3.3994746
3895,Dress,3.3546047
3895,Hat,3.3151584
3894,Blouse,3.1798465
3894,Pants,2.998117
3894,T-shirt,2.9895976
3893,T-shirt,3.3846967
3893,Shoes,3.2350786
3893,Scarf,3.1000588
3892,Belt,4.1324162
3892,Skirt,4.0564966
3892,Sneakers,3.8468742
3891,Skirt,4.0850234
3891,Dress,3.998363
3891,Sandals,3.9978967
3890,Shirt,3.458473
3890,Hat,3.3683014
3890,Hoodie,3.3441694
3889,Scarf,3.7277
3889,Belt,3.727378
3889,Hoodie,3.5686228
3888,Skirt,3.4202688
3888,Sunglasses,3.3757362
3888,Backpack,3.2297392
3887,Jeans,4.125306
3887,Shirt,3.9584305
3887,Shorts,3.8279672
3886,Hat,3.373583
3886,Shorts,3.3549056
3886,Skirt,3.2693765
3885,Blouse,4.0380836
3885,Gloves,3.8621893
3885,Backpack,3.8100057
3884,Dress,4.268974
3884,Gloves,4.166833
3884,Boots,4.11815
3883,Sunglasses,3.3496256
3883,Backpack,2.926174
3883,Skirt,2.9207487
3882,Sandals,3.7821014
3882,Shoes,3.5982263
3882,Skirt,3.584362
3881,Coat,3.9668818
3881,Gloves,3.9230146
3881,Boots,3.867213
3880,Sweater,3.795329
3880,Sunglasses,3.6437125
3880,Blouse,3.539017
3879,Sweater,3.7383852
3879,Shirt,3.5908372
3879,Pants,3.566488
3878,Sweater,4.014194
3878,Shoes,3.8459084
3878,Shirt,3.7409241
3877,Gloves,2.723109
3877,Blouse,2.7189403
3877,Backpack,2.6753857
3876,Jeans,3.7552278
3876,Coat,3.6022117
3876,Sneakers,3.5827832
3875,Shoes,4.11594
3875,Dress,4.088046
3875,Hoodie,4.0690346
3874,Sweater,3.7463176
3874,Jacket,3.3713148
3874,Handbag,3.3485794
3873,Socks,3.727992
3873,Hoodie,3.6062899
3873,Hat,3.3811526
3872,Blouse,4.073159
3872,Sunglasses,3.7553322
3872,Hat,3.6965642
3871,T-shirt,3.7377648
3871,Sunglasses,3.693625
3871,Hat,3.4974537
3870,Shorts,3.942071
3870,Jeans,3.8460834
3870,Dress,3.8324451
3869,Hat,3.7052493
3869,Backpack,3.6362994
3869,Belt,3.6053243
3868,Hoodie,2.9128518
3868,Hat,2.8968477
3868,Boots,2.8822815
3867,Jeans,3.4591305
3867,Sunglasses,3.2993014
3867,Sweater,3.2440243
3866,Sweater,3.568021
3866,Jewelry,3.530021
3866,Jacket,3.4623106
3865,Hoodie,4.3931913
3865,Sunglasses,4.3083286
3865,Skirt,4.1862698
3864,Boots,3.2606177
3864,T-shirt,3.1023052
3864,Coat,3.077849
3863,Jacket,3.660141
3863,Backpack,3.5624862
3863,Sandals,3.363395
3862,Backpack,3.551496
3862,Jewelry,3.3361619
3862,Pants,3.2958786
3861,Shirt,3.6954546
3861,Scarf,3.4295764
3861,Jewelry,3.3338223
3860,Socks,3.5110767
3860,Dress,3.389407
3860,Coat,3.3838282
3859,Sunglasses,3.7513337
3859,Sweater,3.7027283
3859,Hat,3.6227338
3858,Jewelry,3.3473763
3858,Gloves,3.3362608
3858,Coat,3.335695
3857,Jacket,4.2412534
3857,Boots,4.0968795
3857,Hat,4.079297
3856,T-shirt,4.0392427
3856,Gloves,4.035016
3856,Shoes,3.9772456
3855,Shirt,2.9099956
3855,Hoodie,2.661017
3855,Hat,2.6381164
3854,Jewelry,4.088422
3854,Shorts,3.9005992
3854,Sandals,3.8124294
3853,Backpack,3.7843244
3853,Sandals,3.7055485
3853,Gloves,3.6972532
3852,Gloves,4.0954795
3852,Sunglasses,3.8962119
3852,Coat,3.8682604
3851,Gloves,3.095604
3851,Jacket,2.9540908
3851,Skirt,2.7480223
3850,Sneakers,1.9366055
3850,T-shirt,1.9135664
3850,Coat,1.8714321
3849,Belt,3.0948496
3849,Sneakers,2.9851353
3849,Gloves,2.853525
3848,Belt,3.452413
3848,Hoodie,3.2963815
3848,Dress,3.1442533
3847,Socks,4.066165
3847,Skirt,3.9713428
3847,Sandals,3.8014514
3846,Socks,3.7961283
3846,Jacket,3.5631363
3846,Boots,3.5471544
3845,Jacket,4.175737
3845,Hat,4.0172286
3845,Jeans,3.9961267
3844,Sunglasses,3.2543921
3844,Backpack,3.16044
3844,T-shirt,3.0554087
3843,Boots,3.559751
3843,Pants,3.4390986
3843,Backpack,3.3716457
3842,Belt,4.0958962
3842,Blouse,3.7685394
3842,Skirt,3.7469666
3841,Gloves,3.455143
3841,Skirt,3.2396822
3841,Hoodie,3.2058706
3840,Blouse,3.6794238
3840,Skirt,3.6317089
3840,Gloves,3.6022232
3839,Belt,3.608609
3839,Sneakers,3.4128103
3839,Hoodie,3.2369459
3838,T-shirt,4.426099
3838,Hat,4.342592
3838,Sunglasses,4.081404
3837,Jacket,4.1286836
3837,Scarf,3.783967
3837,Shirt,3.7069726
3836,Dress,3.5409355
3836,Jewelry,3.1976883
3836,Sunglasses,3.1518354
3834,Hat,4.0009246
3834,Dress,3.9698684
3834,Sunglasses,3.9282627
3833,Gloves,3.834897
3833,Sandals,3.7102273
3833,Scarf,3.4641397
3832,Jacket,3.5737257
3832,Jeans,3.504355
3832,Shorts,3.3812103
3831,Backpack,2.751611
3831,Sunglasses,2.6604946
3831,T-shirt,2.6422305
3830,Handbag,4.5043
3830,Shoes,4.4375143
3830,T-shirt,4.3557673
3829,Sneakers,3.8045905
3829,Jeans,3.7344172
3829,Shorts,3.5644188
3828,Gloves,3.2924032
3828,Dress,3.2409854
3828,T-shirt,3.2064533
3827,Pants,3.4096322
3827,Backpack,3.240752
3827,Boots,3.1743767
3826,Sunglasses,3.6986535
3826,Scarf,3.5044775
3826,Pants,3.4606094
3825,Shirt,3.82106
3825,Shoes,3.7710247
3825,Hat,3.7624724
3824,Belt,3.617642
3824,Shoes,3.6096423
3824,Jacket,3.4992604
3823,Jewelry,3.6082172
3823,Sunglasses,3.5384321
3823,Shirt,3.4103434
3822,Belt,4.007974
3822,Handbag,3.912666
3822,Dress,3.8644607
3821,Dress,4.0773253
3821,Sweater,4.0668178
3821,Coat,3.966439
3820,Sandals,4.0380077
3820,Blouse,3.653484
3820,Gloves,3.5466917
3819,Dress,3.1274965
3819,Coat,2.8713136
3819,Shoes,2.7539802
3818,T-shirt,3.9534552
3818,Boots,3.7147448
3818,Shoes,3.6928005
3817,Scarf,3.7456377
3817,Belt,3.6901164
3817,Gloves,3.411273
3816,Sandals,3.2991183
3816,Sneakers,3.2009761
3816,Sunglasses,3.1761882
3815,Hoodie,3.7368646
3815,Coat,3.7104168
3815,Gloves,3.6600792
3814,Jacket,3.7865963
3814,Shorts,3.690419
3814,Boots,3.643382
3813,Coat,4.075294
3813,Gloves,4.062191
3813,T-shirt,3.9938552
3812,Handbag,4.2510815
3812,Coat,4.014115
3812,Gloves,4.006751
3811,Belt,3.582038
3811,Blouse,3.509282
3811,Boots,3.3112707
3810,Boots,4.3035393
3810,Sweater,4.1474004
3810,Jewelry,4.1308026
3809,Sandals,3.7842162
3809,Backpack,3.7320163
3809,Gloves,3.650556
3808,Sunglasses,3.904824
3808,Skirt,3.8341572
3808,Scarf,3.6319811
3807,Pants,3.267934
3807,Jewelry,3.2391036
3807,Hoodie,3.2074282
3806,Boots,3.3014693
3806,Blouse,3.2681675
3806,Jacket,3.2352197
3805,Shirt,3.0890791
3805,Shorts,3.0848448
3805,Socks,3.012481
3804,Sneakers,3.8778474
3804,Backpack,3.8222036
3804,Coat,3.561458
3803,Skirt,3.8398902
3803,Hat,3.8055456
3803,Sandals,3.7407265
3802,Skirt,3.9224398
3802,Hat,3.5501378
3802,Sweater,3.5421677
3801,Belt,3.5968468
3801,Gloves,3.5181572
3801,Scarf,3.4129684
3800,Dress,2.8780897
3800,Jeans,2.7917159
3800,Sneakers,2.7899783
3799,Coat,3.34856
3799,T-shirt,3.1794884
3799,Socks,3.158319
3798,Backpack,3.2761452
3798,T-shirt,3.2302618
3798,Sneakers,3.223236
3797,Sunglasses,3.5801313
3797,Backpack,3.4322724
3797,T-shirt,3.2618625
3796,Jacket,3.1365986
3796,Boots,3.020105
3796,Coat,2.9636781
3795,Pants,4.4210415
3795,Backpack,4.077553
3795,Hat,4.038262
3794,Dress,4.2249527
3794,Coat,3.8855634
3794,Sneakers,3.8652337
3793,Blouse,3.8614101
3793,Sunglasses,3.4722939
3793,Dress,3.4001474
3792,Sandals,4.04003
3792,Socks,3.7131944
3792,Skirt,3.6641393
3791,Shirt,3.8166735
3791,Sneakers,3.718583
3791,T-shirt,3.665264
3790,Shorts,4.080614
3790,Sweater,4.004345
3790,Shoes,3.8483348
3789,Belt,3.4208074
3789,Shoes,3.2413692
3789,Handbag,3.2160068
3788,Skirt,3.2372549
3788,Socks,2.9747465
3788,Jeans,2.8808753
3787,Sandals,3.8731017
3787,Blouse,3.5820837
3787,Backpack,3.465948
3786,Sandals,4.1586404
3786,Socks,3.9453616
3786,Skirt,3.9408333
3785,Skirt,4.201612
3785,Sandals,3.9792469
3785,Hat,3.9529505
3784,Sneakers,3.9779785
3784,Coat,3.7452517
3784,Belt,3.6784658
3783,Handbag,4.0727987
3783,Hoodie,3.9683688
3783,Blouse,3.9168222
3782,Jewelry,3.147823
3782,Scarf,3.1185012
3782,Shoes,3.059221
3781,Dress,4.42905
3781,T-shirt,4.0082803
3781,Jeans,3.990402
3780,Pants,4.101448
3780,Jacket,4.047682
3780,Boots,3.9462686
3779,Sweater,2.7908056
3779,Scarf,2.7839098
3779,Belt,2.7466533
3778,Pants,4.1973205
3778,Jeans,4.183466
3778,Coat,4.1547437
3777,Skirt,4.1925707
3777,Jeans,3.859528
3777,Dress,3.8363547
3776,Boots,3.5341635
3776,Jewelry,3.3214743
3776,Coat,3.1522741
3775,Handbag,3.552457
3775,Sunglasses,3.527583
3775,Sandals,3.4903119
3774,Scarf,3.5598803
3774,Shirt,3.4213467
3774,Jacket,3.4038396
3773,T-shirt,3.7490888
3773,Hat,3.716101
3773,Coat,3.6722982
3772,Handbag,3.919046
3772,Blouse,3.407839
3772,Coat,3.2946496
3771,Blouse,3.1130054
3771,Belt,3.0667088
3771,Hat,3.0439339
3770,Sneakers,3.9615912
3770,Handbag,3.599287
3770,Skirt,3.5732825
3769,Shoes,4.339329
3769,Socks,4.1518292
3769,T-shirt,4.112348
3768,Jacket,3.566582
3768,Jeans,3.5244656
3768,Hat,3.4231663
3767,Socks,3.7245758
3767,Sneakers,3.6106012
3767,Sunglasses,3.589881
3766,Boots,3.5219755
3766,Jacket,3.4954398
3766,Skirt,3.3434327
3765,Sneakers,3.2855153
3765,Boots,3.2853453
3765,Blouse,3.2659874
3764,Pants,4.1947126
3764,Coat,3.8467166
3764,Blouse,3.8413975
3763,Blouse,3.8461082
3763,Gloves,3.6114407
3763,Hat,3.552783
3762,Sunglasses,3.9140995
3762,Shirt,3.5424857
3762,Jeans,3.538238
3761,Coat,4.0040627
3761,Dress,3.6998522
3761,Gloves,3.669963
3760,Socks,4.0552135
3760,Boots,3.8937879
3760,Scarf,3.6881676
3759,T-shirt,2.9374108
3759,Sneakers,2.7963836
3759,Shirt,2.7633433
3758,Dress,3.7989469
3758,Jeans,3.732203
3758,Pants,3.6401143
3757,Dress,3.4855518
3757,Sunglasses,3.3255706
3757,Jewelry,3.3054955
3756,Blouse,2.8741064
3756,Pants,2.8295026
3756,Hat,2.5536222
3755,Jewelry,2.8506866
3755,Sneakers,2.83869
3755,Sunglasses,2.8334231
3754,Dress,4.3045177
3754,Socks,4.2737737
3754,Hat,4.1196904
3752,Scarf,3.6509955
3752,Shorts,3.570825
3752,Sneakers,3.5279891
3751,Dress,3.6376204
3751,Handbag,3.5553756
3751,Sandals,3.3898745
3750,Coat,3.6164415
3750,Gloves,3.6081061
3750,Boots,3.5370383
3749,Jacket,3.733238
3749,Gloves,3.5785568
3749,Sunglasses,3.505713
3748,Boots,3.7889118
3748,Sneakers,3.7170858
3748,Dress,3.615017
3747,Backpack,3.4160194
3747,Hoodie,3.4103658
3747,Sneakers,3.407617
3746,Shoes,3.5461736
3746,Boots,3.5180366
3746,Backpack,3.4247956
3745,Boots,3.66331
3745,Sweater,3.3376057
3745,Pants,3.321593
3744,Belt,3.8425531
3744,Dress,3.8116384
3744,Shoes,3.664837
3743,Belt,3.8391676
3743,Hoodie,3.772081
3743,Shorts,3.7014902
3742,Sunglasses,4.231405
3742,Shorts,3.9235322
3742,Shoes,3.922436
3741,Belt,3.9431841
3741,Sneakers,3.8856263
3741,Skirt,3.8767073
3740,Jacket,3.2680736
3740,Hat,3.1788583
3740,Handbag,2.9916651
3739,Jeans,2.7510736
3739,Jacket,2.6856215
3739,Hat,2.5518777
3738,Shirt,4.2543125
3738,Pants,4.096382
3738,Scarf,3.9596136
3737,Pants,3.8450117
3737,Blouse,3.8321602
3737,Hat,3.7875888
3736,Gloves,3.250598
3736,Pants,3.1439302
3736,Sunglasses,3.0479543
3735,T-shirt,3.2221985
3735,Gloves,3.1811097
3735,Dress,3.1611636
3734,Skirt,4.0735
3734,Dress,3.9288502
3734,Gloves,3.849251
3733,Backpack,3.4535785
3733,Hat,3.3221827
3733,Sunglasses,3.2081246
3732,Jewelry,3.2635665
3732,Backpack,3.2171175
3732,Dress,3.1568022
3731,Hat,3.6146631
3731,T-shirt,3.4781399
3731,Scarf,3.3911312
3730,Shirt,3.8342085
3730,Scarf,3.7062058
3730,Blouse,3.6425977
3729,Belt,4.0440364
3729,Sunglasses,3.8439965
3729,Skirt,3.7373843
3728,Sandals,4.3928943
3728,Pants,4.2397265
3728,Coat,4.1600747
3727,Sweater,4.0593343
3727,Jeans,3.8000135
3727,Sneakers,3.7101896
3726,Belt,3.6139112
3726,Sneakers,3.4756756
3726,Hoodie,3.3762436
3725,Jacket,3.8115947
3725,Jewelry,3.7432053
3725,Hat,3.5402102
3724,Blouse,3.2357116
3724,Coat,3.1915717
3724,Shorts,3.0504425
3723,Belt,3.5573018
3723,Sneakers,3.4405024
3723,Sunglasses,3.3109064
3722,T-shirt,3.8897102
3722,Belt,3.7562568
3722,Hat,3.639398
3721,Scarf,4.4757595
3721,Sunglasses,4.3915195
3721,Jacket,4.1732306
3720,Hat,3.9492426
3720,Backpack,3.917599
3720,Coat,3.9041028
3719,Shirt,3.704282
3719,Jeans,3.4848628
3719,Hat,3.4628465
3718,Shoes,3.7534003
3718,Shirt,3.7484047
3718,Handbag,3.6792538
3717,Sneakers,4.319768
3717,Sandals,4.1728163
3717,Gloves,3.823987
3716,Belt,3.637817
3716,Boots,3.5422764
3716,Backpack,3.4204235
3715,Gloves,3.5341659
3715,Socks,3.4586341
3715,Skirt,3.379772
3714,Boots,3.368123
3714,T-shirt,3.165882
3714,Scarf,2.9977124
3713,Shoes,3.996708
3713,Handbag,3.971659
3713,Boots,3.932525
3712,Jewelry,3.7066174
3712,Skirt,3.579092
3712,Sandals,3.53446
