userId,name,predicted_rating
3900,Scarf,3.6258087
3900,Skirt,3.615543
3900,Sunglasses,3.6062284
3899,Jewelry,4.0691648
3899,Hoodie,3.864561
3899,Boots,3.711056
3898,Sweater,3.0751882
3898,Coat,2.991799
3898,Gloves,2.9384098
3897,Jewelry,3.983533
3897,T-shirt,3.6960373
3897,Jacket,3.6723256
3896,Coat,4.1057296
3896,Sunglasses,4.1029577
3896,Boots,3.7106624
3895,Socks,3.6230934
3895,Coat,3.4935071
3895,Sunglasses,3.278339
3894,Sweater,3.4881034
3894,Jacket,3.3692575
3894,Boots,3.329658
3893,Jeans,3.9836068
3893,Jacket,3.6336296
3893,Pants,3.5910509
3892,Handbag,3.9243627
3892,Skirt,3.8001344
3892,Shoes,3.7782946
3891,Socks,4.1868815
3891,Sandals,4.1542063
3891,Pants,3.9645586
3890,Shirt,3.3946466
3890,Jewelry,3.2103467
3890,Shorts,3.0954397
3889,Belt,3.8588586
3889,Hoodie,3.8470776
3889,Shorts,3.6376855
3888,Skirt,3.8593042
3888,Sweater,3.4577212
3888,Jacket,3.3568392
3887,Jacket,3.9473782
3887,Coat,3.6727571
3887,Skirt,3.505039
3886,Backpack,3.6330755
3886,Sweater,3.4551866
3886,Coat,3.4290218
3885,Hat,4.1443925
3885,Dress,4.062557
3885,Sweater,4.059885
3884,Boots,4.2478857
3884,T-shirt,4.0841055
3884,Gloves,4.0249357
3883,Jacket,3.2965884
3883,Backpack,3.0369866
3883,Sneakers,3.009078
3882,Skirt,3.8555434
3882,Hat,3.6718059
3882,Sandals,3.629344
3881,Gloves,3.9516072
3881,Jeans,3.937196
3881,Shoes,3.8201969
3880,Backpack,3.4998472
3880,Hoodie,3.4340267
3880,Blouse,3.2344966
3879,Sneakers,4.064477
3879,Boots,3.7195895
3879,Pants,3.7161186
3878,Coat,3.872163
3878,Jacket,3.8703651
3878,Skirt,3.7403257
3877,Hat,2.9418714
3877,Shorts,2.9338293
3877,Socks,2.8096812
3876,Coat,3.6957595
3876,Handbag,3.6026566
3876,Boots,3.4717128
3875,Socks,4.3384843
3875,Sandals,4.1920495
3875,T-shirt,4.1123233
3874,Sneakers,3.6147995
3874,Shorts,3.496
3874,Pants,3.394784
3873,Sunglasses,3.8792734
3873,Skirt,3.8598268
3873,Hat,3.8493364
3872,Hoodie,3.836852
3872,Blouse,3.711604
3872,Dress,3.6336286
3871,Sweater,3.8638382
3871,Jeans,3.7933478
3871,Shirt,3.7801008
3870,Boots,3.9567022
3870,Shorts,3.9486105
3870,Sandals,3.9435463
3869,Skirt,3.872358
3869,Coat,3.7134945
3869,Socks,3.6003335
3868,Gloves,3.0169287
3868,Jewelry,2.8937647
3868,Shorts,2.7625792
3867,Sweater,3.7212675
3867,Jeans,3.4374964
3867,Boots,3.3201222
3866,Shoes,3.6221883
3866,Sunglasses,3.56291
3866,Sneakers,3.5593379
3865,Jacket,4.3779607
3865,Shirt,4.349242
3865,Belt,4.139891
3864,Jeans,3.1595008
3864,Shoes,3.1125772
3864,Gloves,3.0356548
3863,Sandals,3.6397848
3863,Backpack,3.5025225
3863,Jacket,3.4898274
3862,Jewelry,3.3087502
3862,Sneakers,3.1164832
3862,Jeans,3.0960498
3861,Belt,3.9127486
3861,Jewelry,3.8503468
3861,Jacket,3.7713482
3860,Coat,3.8054557
3860,Belt,3.395538
3860,Socks,3.3554351
3859,Backpack,3.8884823
3859,Sneakers,3.5145993
3859,Hoodie,3.5038214
3858,Sweater,3.4568393
3858,Shoes,3.4534554
3858,Sunglasses,3.3873265
3857,Jewelry,3.986509
3857,Sunglasses,3.868002
3857,Shirt,3.848655
3856,Dress,4.3848677
3856,Shoes,4.2168903
3856,Jeans,4.1289053
3855,Shirt,2.868123
3855,Gloves,2.797367
3855,Jewelry,2.6757874
3854,T-shirt,4.236435
3854,Shorts,4.187281
3854,Shirt,4.1667423
3853,Dress,4.0544167
3853,Shoes,3.7937105
3853,Skirt,3.6534307
3852,Belt,4.163846
3852,Coat,4.0729346
3852,Pants,3.8005204
3851,Backpack,3.3321939
3851,Gloves,3.1389675
3851,T-shirt,3.1146984
3850,Coat,2.0757713
3850,Dress,1.991345
3850,Socks,1.8747671
3849,Shoes,3.0967627
3849,Hoodie,3.058681
3849,Handbag,3.0016055
3848,Scarf,3.3658054
3848,Sandals,3.1922448
3848,Sunglasses,3.1236117
3847,Skirt,4.019763
3847,Shirt,3.9710665
3847,Hoodie,3.9039383
3846,Sunglasses,4.0091705
3846,Socks,3.5782356
3846,Scarf,3.5473654
3845,Socks,4.2083645
3845,T-shirt,4.204234
3845,Jeans,4.0265093
3844,Jacket,3.3909705
3844,Sweater,3.0705118
3844,Sandals,3.0496597
3843,Hat,3.3576376
3843,Jeans,3.3427658
3843,T-shirt,3.2621336
3842,Shirt,3.8752074
3842,Hoodie,3.7839134
3842,Skirt,3.776735
3841,Scarf,3.4900336
3841,Sweater,3.4462533
3841,Coat,3.4430127
3840,Gloves,3.698589
3840,Backpack,3.6413383
3840,Sweater,3.6104708
3839,Handbag,3.5010161
3839,Hoodie,3.4436908
3839,Shoes,3.4407206
3838,Skirt,4.532951
3838,Dress,4.0962105
3838,T-shirt,3.8872893
3837,Jacket,3.954056
3837,Sneakers,3.5777423
3837,Belt,3.3901548
3836,Hoodie,3.7220006
3836,Sweater,3.2385397
3836,Socks,3.2226923
3834,Coat,4.1267734
3834,T-shirt,3.9662735
3834,Belt,3.8892632
3833,Backpack,3.6594985
3833,Scarf,3.4831324
3833,Sunglasses,3.4296026
3832,Socks,3.7389393
3832,Blouse,3.6933239
3832,Shorts,3.6071262
3831,Jacket,3.032926
3831,Skirt,2.8711267
3831,Sandals,2.8545353
3830,Jeans,4.4412723
3830,Blouse,4.320045
3830,T-shirt,4.2966185
3829,Shorts,4.102229
3829,Handbag,3.913807
3829,Coat,3.8096275
3828,Shoes,3.602827
3828,Coat,3.5628827
3828,Backpack,3.4935224
3827,Hat,3.2028613
3827,Jewelry,3.0774877
3827,Shirt,3.045438
3826,T-shirt,3.7639802
3826,Shoes,3.605553
3826,Backpack,3.5174394
3825,Coat,3.896971
3825,Sunglasses,3.634628
3825,Hoodie,3.617599
3824,Jacket,3.6823905
3824,Jeans,3.6575408
3824,Shorts,3.5081344
3823,Sunglasses,3.4633262
3823,Jewelry,3.3987045
3823,Sweater,3.3885663
3822,Socks,3.9809017
3822,Shorts,3.7948263
3822,Coat,3.6794178
3821,Coat,4.630371
3821,Shorts,3.9456043
3821,T-shirt,3.6616263
3820,Belt,4.0529513
3820,Shoes,3.9522152
3820,Dress,3.918052
3819,Coat,3.452721
3819,Boots,3.332221
3819,Shorts,3.3099372
3818,T-shirt,3.701689
3818,Gloves,3.4023225
3818,Pants,3.2352984
3817,Belt,3.60189
3817,Sunglasses,3.2804236
3817,Scarf,3.2700446
3816,Sunglasses,3.410667
3816,Hoodie,3.4072788
3816,T-shirt,3.296353
3815,Shoes,4.1307693
3815,Coat,4.0651665
3815,Shorts,4.0609403
3814,Scarf,3.8909822
3814,Jeans,3.8790636
3814,Sandals,3.779375
3813,Gloves,4.58337
3813,Sweater,4.154456
3813,T-shirt,4.0462475
3812,Jeans,4.280261
3812,Gloves,4.0061626
3812,Shorts,3.991634
3811,Shirt,3.6753542
3811,Blouse,3.6017811
3811,Pants,3.5065887
3810,Sunglasses,3.9374602
3810,Sweater,3.8752174
3810,Boots,3.6670513
3809,Belt,3.8895538
3809,Shorts,3.8426466
3809,Sandals,3.8306155
3808,Backpack,3.9120338
3808,T-shirt,3.878254
3808,Shoes,3.7314942
3807,Jewelry,3.8057468
3807,T-shirt,3.3393338
3807,Gloves,3.2965994
3806,Blouse,3.2109172
3806,Boots,3.098119
3806,Shoes,3.0657284
3805,Handbag,3.2177768
3805,Dress,3.194606
3805,Scarf,3.1021245
3804,Dress,4.2218013
3804,Shorts,3.8967228
3804,Gloves,3.8710845
3803,Skirt,3.7698936
3803,Sweater,3.569417
3803,Socks,3.5238874
3802,Pants,3.9743648
3802,Shirt,3.7685938
3802,Backpack,3.761123
3801,Belt,3.5665069
3801,Hoodie,3.3925514
3801,Sunglasses,3.2606096
3800,Boots,2.796841
3800,Coat,2.7154915
3800,Hat,2.6044054
3799,Dress,3.6879888
3799,Skirt,3.4587872
3799,Coat,3.2347932
3798,Coat,3.343066
3798,Dress,3.3160832
3798,Skirt,3.2846258
3797,Jacket,3.7997782
3797,Sandals,3.6679497
3797,Skirt,3.475049
3796,Sweater,3.3119082
3796,Boots,3.259781
3796,Sunglasses,3.1152742
3795,Blouse,4.0171294
3795,Hat,4.016829
3795,Shirt,3.9358292
3794,Coat,4.0791326
3794,Boots,3.863604
3794,Shorts,3.8213816
3793,Blouse,3.578746
3793,Hoodie,3.502748
3793,Sweater,3.4636004
3792,Sandals,3.6096225
3792,Hat,3.5603836
3792,Scarf,3.5141
3791,Belt,3.6030622
3791,Dress,3.5068514
3791,Shorts,3.487436
3790,Skirt,3.9708614
3790,Shorts,3.9680164
3790,Coat,3.8389525
3789,Socks,3.1716743
3789,Shorts,3.0168657
3789,Shoes,2.8845153
3788,Skirt,3.0951595
3788,Backpack,3.055655
3788,Scarf,2.9047399
3787,Shoes,3.642938
3787,Sandals,3.436183
3787,Dress,3.366285
3786,Belt,4.1754756
3786,Sandals,4.093099
3786,Pants,3.9903088
3785,Skirt,4.0253043
3785,Sunglasses,3.9671097
3785,Pants,3.797161
3784,Coat,3.8374307
3784,Skirt,3.7897246
3784,Socks,3.6756458
3783,Blouse,3.8330896
3783,Scarf,3.7065356
3783,Pants,3.6981435
3782,Jeans,3.3205967
3782,Pants,3.2149508
3782,Jewelry,3.2000515
3781,Coat,4.6830015
3781,Socks,4.4479265
3781,Skirt,4.424661
3780,Jacket,4.1587853
3780,T-shirt,3.8789268
3780,Boots,3.8509338
3779,Scarf,2.6034815
3779,Pants,2.5725324
3779,Shorts,2.522452
3778,Jacket,3.8345
3778,Sneakers,3.782827
3778,Handbag,3.731672
3777,Jacket,4.177801
3777,Sandals,4.093751
3777,Sweater,3.994947
3776,Boots,3.5723805
3776,Jewelry,3.3877246
3776,Sweater,3.3700933
3775,Sweater,3.7113664
3775,Shirt,3.6762502
3775,Backpack,3.591728
3774,Scarf,3.7335463
3774,Belt,3.711606
3774,Sunglasses,3.5943627
3773,Skirt,3.8615944
3773,Shirt,3.7702851
3773,Jacket,3.6002016
3772,Sneakers,3.5955205
3772,Shorts,3.5332136
3772,Hat,3.4492633
3771,Blouse,3.3109438
3771,Shirt,3.3107774
3771,Shoes,2.9881418
3770,Sneakers,3.7152321
3770,Handbag,3.6913102
3770,Scarf,3.5704236
3769,Shoes,4.3336368
3769,Jeans,4.305115
3769,Scarf,4.181967
3768,Jeans,3.6689706
3768,Shirt,3.3104053
