userId,name,predicted_rating
3900,Sweater,3.7593474
3900,Dress,3.7412896
3900,Hoodie,3.6762948
3899,Hoodie,3.9240358
3899,Sneakers,3.9207191
3899,Shirt,3.89734
3898,Sunglasses,3.6264408
3898,Hoodie,2.920713
3898,Coat,2.905064
3897,Boots,3.8894246
3897,Dress,3.8177133
3897,Hoodie,3.7717392
3896,Boots,4.172159
3896,Scarf,4.125543
3896,Belt,3.9372892
3895,Hoodie,3.8129797
3895,Jacket,3.6274173
3895,Boots,3.4815922
3894,Hat,3.548647
3894,Handbag,3.3852706
3894,Jeans,3.3300476
3893,Boots,3.86657
3893,Shirt,3.770904
3893,Jeans,3.5801306
3892,Dress,4.1629143
3892,Backpack,3.9621434
3892,Sneakers,3.8698535
3891,Blouse,4.610791
3891,Socks,4.4133615
3891,Skirt,4.2188077
3890,T-shirt,3.8074055
3890,Gloves,3.4681425
3890,Shirt,3.292374
3889,Coat,4.5024962
3889,Skirt,3.8371797
3889,Sunglasses,3.8190284
3888,Blouse,3.684115
3888,Socks,3.5512297
3888,Hat,3.4581912
3887,Hat,4.1541977
3887,Socks,4.0849957
3887,Belt,3.991103
3886,Sunglasses,3.878437
3886,Coat,3.4696746
3886,Socks,3.4503362
3885,Sandals,4.558964
3885,Handbag,4.5142097
3885,Backpack,4.396675
3884,Jewelry,4.516397
3884,Pants,4.2030897
3884,Skirt,4.118667
3883,Jewelry,3.3974833
3883,Hat,3.3087463
3883,T-shirt,3.266923
3882,Handbag,3.9973803
3882,Sweater,3.9958787
3882,Jeans,3.9892688
3881,Shirt,4.1444516
3881,Shorts,3.928434
3881,Jeans,3.873121
3880,Socks,3.973405
3880,Skirt,3.7633545
3880,Hat,3.6601052
3879,Handbag,3.9988449
3879,Shoes,3.9919193
3879,Jeans,3.8707955
3878,Boots,3.9665797
3878,Hoodie,3.9426806
3878,Socks,3.881756
3877,Sandals,3.5170813
3877,Handbag,3.2026553
3877,Jacket,3.1875517
3876,Belt,4.354212
3876,Boots,3.8408747
3876,Skirt,3.8227122
3875,Sandals,4.356184
3875,Socks,4.2526326
3875,Sneakers,4.213311
3874,Sneakers,3.932548
3874,Sandals,3.6235018
3874,Scarf,3.5812037
3873,Sweater,3.9784935
3873,Dress,3.9706142
3873,Backpack,3.940207
3872,Skirt,4.2227025
3872,Hat,3.9732435
3872,T-shirt,3.7814765
3871,Blouse,4.0548615
3871,Gloves,3.9729567
3871,Belt,3.8457391
3870,Shorts,4.123036
3870,Hat,4.060377
3870,Socks,4.005321
3869,Hoodie,4.099374
3869,T-shirt,3.9238703
3869,Boots,3.8275979
3868,T-shirt,3.7348816
3868,Gloves,3.1262336
3868,Dress,3.096319
3867,Blouse,3.6520135
3867,Belt,3.6232903
3867,Shorts,3.5997796
3866,Scarf,3.9760513
3866,Boots,3.8094354
3866,Belt,3.6637027
3865,T-shirt,4.751216
3865,Dress,4.5231733
3865,Hat,4.466272
3864,Sneakers,3.2360427
3864,Shirt,3.2130077
3864,Sweater,3.094609
3863,Shorts,3.7437463
3863,Hat,3.6561084
3863,Pants,3.644642
3862,Jacket,4.2896953
3862,Backpack,3.6350923
3862,Sandals,3.5995972
3861,Boots,4.176251
3861,Hoodie,3.936438
3861,T-shirt,3.7750072
3860,Hoodie,3.730305
3860,Shorts,3.5599144
3860,Boots,3.426604
3859,Socks,3.8528514
3859,Hat,3.6715543
3859,Jewelry,3.5334966
3858,Scarf,3.7086668
3858,Sunglasses,3.3676503
3858,Handbag,3.3673787
3857,Jeans,4.1064534
3857,Gloves,3.9283168
3857,Sweater,3.8732705
3856,Handbag,4.3807364
3856,Jeans,4.30463
3856,Shoes,4.2278957
3855,T-shirt,3.4725795
3855,Shirt,2.9913297
3855,Hoodie,2.8605013
3854,Gloves,4.469242
3854,Jewelry,4.171532
3854,Pants,4.1581445
3853,Handbag,4.1787415
3853,Shoes,4.011303
3853,Hat,3.7430341
3852,Shorts,4.1857514
3852,Pants,3.9493227
3852,Belt,3.9035351
3851,Jewelry,3.7373185
3851,Coat,3.4692485
3851,Skirt,3.4403124
3850,Hoodie,2.5090628
3850,Boots,2.059295
3850,T-shirt,2.0414693
3849,Dress,3.2872477
3849,T-shirt,2.9147072
3849,Jewelry,2.8839068
3848,Sneakers,3.702534
3848,Sandals,3.3562052
3848,Socks,3.333005
3847,Backpack,4.130408
3847,Sandals,4.013881
3847,Sweater,3.9455519
3846,Sweater,4.1269417
3846,Skirt,4.019212
3846,Dress,3.908211
3845,Jacket,4.539283
3845,Jewelry,4.528549
3845,Sandals,4.4082365
3844,Hat,3.8563461
3844,Skirt,3.173604
3844,Socks,3.1208475
3843,Jacket,3.8268483
3843,Jeans,3.4498858
3843,T-shirt,3.3630002
3842,Sweater,4.034829
3842,Dress,3.927974
3842,Jeans,3.805686
3841,Sunglasses,3.786267
3841,Hoodie,3.2683685
3841,Sneakers,3.2256167
3840,Sunglasses,3.828296
3840,Hoodie,3.7581105
3840,Coat,3.6082036
3839,Dress,3.8606477
3839,Sweater,3.3139172
3839,Shirt,3.299936
3838,T-shirt,4.4235606
3838,Gloves,4.2603216
3838,Socks,4.2369204
3837,Hoodie,4.1270833
3837,Jacket,3.9811406
3837,Boots,3.8968072
3836,Skirt,4.4301815
3836,Coat,3.6583877
3836,Hat,3.4853077
3834,Shorts,4.043936
3834,Hoodie,4.0304966
3834,Boots,3.9510484
3833,Handbag,4.1814504
3833,Jewelry,3.9119484
3833,Shoes,3.750445
3832,Sandals,3.9649074
3832,Jacket,3.8353906
3832,Backpack,3.7808092
3831,Hat,3.1783392
3831,Shorts,2.929506
3831,Jewelry,2.68859
3830,Shirt,4.530464
3830,Jacket,4.4812818
3830,Jeans,4.4451256
3829,Belt,4.1429043
3829,Scarf,4.075588
3829,Dress,4.0755796
3828,Belt,4.037142
3828,Boots,3.7818952
3828,Sunglasses,3.6968777
3827,Jacket,3.7842696
3827,Jeans,3.2258801
3827,Sandals,3.1158826
3826,Jewelry,4.184993
3826,Pants,3.9118156
3826,Gloves,3.8041236
3825,Shorts,3.9073179
3825,Belt,3.8660285
3825,Shirt,3.8304818
3824,Hoodie,4.0395913
3824,Boots,4.0284047
3824,Scarf,3.7962093
3823,Gloves,3.928411
3823,Shoes,3.855204
3823,Handbag,3.6607108
3822,Sneakers,4.352201
3822,Sandals,4.0105376
3822,Socks,3.9099283
3821,Belt,4.3891597
3821,Sneakers,4.280503
3821,Hoodie,4.0605764
3820,Handbag,4.283364
3820,Shoes,3.9311616
3820,Jeans,3.7394166
3819,Sneakers,3.4737573
3819,Belt,3.4026043
3819,Blouse,3.0157504
3818,Shirt,4.413889
3818,Jeans,3.8808365
3818,T-shirt,3.777685
3817,Coat,3.8758674
3817,Sunglasses,3.5139341
3817,Hoodie,3.4375405
3816,Coat,3.8783062
3816,Jewelry,3.8195252
3816,Skirt,3.7174413
3815,Sneakers,4.296732
3815,Scarf,3.9745443
3815,Dress,3.954023
3814,Shoes,3.93197
3814,Handbag,3.8868012
3814,Sweater,3.792162
3813,Hoodie,4.492155
3813,Hat,4.3096733
3813,T-shirt,4.2324357
3812,Sweater,4.335969
3812,Dress,4.0668507
3812,Shirt,4.019332
3811,Jeans,3.8274183
3811,Shirt,3.5552223
3811,Boots,3.5321755
3810,Scarf,4.6079926
3810,Sweater,3.7947397
3810,Belt,3.7303336
3809,Handbag,4.09061
3809,Hat,3.8912272
3809,Shoes,3.8321836
3808,Jewelry,4.2421007
